date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
02-07-2021,123,118,126
02-08-2021,124,121,129
02-09-2021,114,112,121
02-10-2021,116,113,120
02-11-2021,113,110,116
02-12-2021,110,106,115
02-13-2021,106,104,113
02-14-2021,105,99,110
02-15-2021,103,97,109
02-16-2021,100,93,107
02-17-2021,97,89,105
02-18-2021,95,84,103
02-19-2021,93,82,103
02-20-2021,89,79,101
02-21-2021,87,75,99
02-22-2021,84,71,98
02-23-2021,81,68,98
02-24-2021,80,65,98
02-25-2021,79,62,96
02-26-2021,76,59,93
02-27-2021,75,57,93
02-28-2021,72,54,92
03-01-2021,69,52,89
03-02-2021,67,49,87
03-03-2021,66,45,86
03-04-2021,64,44,85
03-05-2021,61,42,81
03-06-2021,59,42,81
03-07-2021,57,40,79
03-08-2021,57,37,79
03-09-2021,56,36,78
03-10-2021,55,35,78
03-11-2021,55,35,79
03-12-2021,53,33,79
03-13-2021,53,33,78
03-14-2021,52,32,78
03-15-2021,52,31,78
03-16-2021,51,30,78
03-17-2021,50,29,78
03-18-2021,50,29,80
03-19-2021,50,28,80
03-20-2021,50,28,80
03-21-2021,50,27,80
03-22-2021,50,25,82
03-23-2021,50,25,83
03-24-2021,51,25,86
03-25-2021,51,25,86
03-26-2021,51,25,87
03-27-2021,52,25,89
03-28-2021,52,25,89
03-29-2021,52,25,91
03-30-2021,52,25,94
03-31-2021,53,24,96
04-01-2021,53,24,97
04-02-2021,53,24,100
04-03-2021,53,24,102
04-04-2021,54,24,105
04-05-2021,56,24,106
04-06-2021,56,24,110
04-07-2021,56,24,113
04-08-2021,58,23,116
04-09-2021,60,23,120
04-10-2021,61,23,123
