date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,82.6,441,425,467,82.19,83.05,441 [425 - 467],82.6% [82.19% - 83.05%],466,392,546,projected
03-27-2021,81.98,369,352,394,81.58,82.71,369 [352 - 394],81.98% [81.58% - 82.71%],355,283,485,projected
04-03-2021,81.66,301,278,332,81.16,82.44,301 [278 - 332],81.66% [81.16% - 82.44%],298,208,436,projected
04-10-2021,81.37,231,208,264,80.74,82.28,231 [208 - 264],81.37% [80.74% - 82.28%],245,132,408,projected
04-17-2021,81.01,162,144,196,80.45,82.03,162 [144 - 196],81.01% [80.45% - 82.03%],181,80,363,projected
04-24-2021,80.74,116,102,142,80.27,81.6,116 [102 - 142],80.74% [80.27% - 81.6%],133,49,287,projected
05-01-2021,80.5,74,64,98,80.15,81.21,74 [64 - 98],80.5% [80.15% - 81.21%],89,26,217,projected
