date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.37,155,140,186,80.23,80.84,155 [140 - 186],80.37% [80.23% - 80.84%],67,41,150,projected
06-26-2021,80.35,134,121,175,80.18,80.86,134 [121 - 175],80.35% [80.18% - 80.86%],63,33,154,projected
07-03-2021,80.37,145,127,198,80.11,81.02,145 [127 - 198],80.37% [80.11% - 81.02%],67,20,183,projected
07-10-2021,80.32,120,106,182,80.08,81.15,120 [106 - 182],80.32% [80.08% - 81.15%],57,15,206,projected
07-17-2021,80.37,142,125,211,80.11,81.44,142 [125 - 211],80.37% [80.11% - 81.44%],67,19,258,projected
07-24-2021,80.4,157,140,228,80.13,81.55,157 [140 - 228],80.4% [80.13% - 81.55%],71,23,277,projected
07-31-2021,80.4,161,144,236,80.13,81.56,161 [144 - 236],80.4% [80.13% - 81.56%],71,23,280,projected
