date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.18,209,192,291,80.09,80.62,209 [192 - 291],80.18% [80.09% - 80.62%],32,17,111,projected
06-26-2021,80.25,273,243,455,80.08,81.26,273 [243 - 455],80.25% [80.08% - 81.26%],44,14,226,projected
07-03-2021,80.38,420,367,672,80.1,81.73,420 [367 - 672],80.38% [80.1% - 81.73%],68,18,310,projected
07-10-2021,80.56,606,524,870,80.11,81.93,606 [524 - 870],80.56% [80.11% - 81.93%],100,20,346,projected
07-17-2021,80.7,812,711,1130,80.16,82.45,812 [711 - 1130],80.7% [80.16% - 82.45%],125,29,439,projected
07-24-2021,80.88,1007,880,1387,80.18,82.99,1007 [880 - 1387],80.88% [80.18% - 82.99%],158,32,536,projected
07-31-2021,81.02,1190,1034,1606,80.17,83.3,1190 [1034 - 1606],81.02% [80.17% - 83.3%],183,30,591,projected
