date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,85.79,441,425,467,85.2,86.44,441 [425 - 467],85.79% [85.2% - 86.44%],1036,931,1153,projected
03-27-2021,84.5,369,352,394,83.68,85.71,369 [352 - 394],84.5% [83.68% - 85.71%],806,658,1022,projected
04-03-2021,83.61,301,278,332,82.68,85.1,301 [278 - 332],83.61% [82.68% - 85.1%],647,479,912,projected
04-10-2021,82.99,231,208,264,81.84,84.68,231 [208 - 264],82.99% [81.84% - 84.68%],535,329,838,projected
04-17-2021,82.34,162,144,196,81.13,84.26,162 [144 - 196],82.34% [81.13% - 84.26%],419,203,763,projected
04-24-2021,81.7,116,102,142,80.69,83.57,116 [102 - 142],81.7% [80.69% - 83.57%],305,123,639,projected
05-01-2021,81.2,74,64,98,80.4,82.73,74 [64 - 98],81.2% [80.4% - 82.73%],215,72,488,projected
