date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.9,155,140,186,80.58,81.98,155 [140 - 186],80.9% [80.58% - 81.98%],161,103,354,projected
06-26-2021,80.83,134,121,175,80.4,81.93,134 [121 - 175],80.83% [80.4% - 81.93%],148,72,345,projected
07-03-2021,80.83,145,127,198,80.28,82.35,145 [127 - 198],80.83% [80.28% - 82.35%],148,51,420,projected
07-10-2021,80.79,120,106,182,80.21,82.59,120 [106 - 182],80.79% [80.21% - 82.59%],142,38,464,projected
07-17-2021,80.82,142,125,211,80.23,83.27,142 [125 - 211],80.82% [80.23% - 83.27%],147,41,585,projected
07-24-2021,80.9,157,140,228,80.25,83.52,157 [140 - 228],80.9% [80.25% - 83.52%],161,45,630,projected
07-31-2021,80.93,161,144,236,80.27,83.66,161 [144 - 236],80.93% [80.27% - 83.66%],166,49,655,projected
