date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.63,153,139,186,80.39,81.37,153 [139 - 186],80.63% [80.39% - 81.37%],112,70,245,projected
06-26-2021,80.58,133,120,174,80.31,81.39,133 [120 - 174],80.58% [80.31% - 81.39%],103,55,248,projected
07-03-2021,80.6,141,124,195,80.2,81.76,141 [124 - 195],80.6% [80.2% - 81.76%],107,36,315,projected
07-10-2021,80.53,119,105,182,80.14,81.89,119 [105 - 182],80.53% [80.14% - 81.89%],95,25,339,projected
07-17-2021,80.58,134,118,201,80.17,82.3,134 [118 - 201],80.58% [80.17% - 82.3%],103,30,411,projected
07-24-2021,80.6,147,131,215,80.17,82.37,147 [131 - 215],80.6% [80.17% - 82.37%],107,30,425,projected
07-31-2021,80.63,150,134,224,80.17,82.48,150 [134 - 224],80.63% [80.17% - 82.48%],112,30,444,projected
