date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.8,207,190,288,81.07,83.94,207 [190 - 288],81.8% [81.07% - 83.94%],322,192,705,projected
06-26-2021,82.18,272,243,454,81.03,88.69,272 [243 - 454],82.18% [81.03% - 88.69%],390,184,1555,projected
07-03-2021,83.25,416,365,664,80.95,95.26,416 [365 - 664],83.25% [80.95% - 95.26%],581,170,2732,projected
07-10-2021,84.74,591,513,852,81.11,99.08,591 [513 - 852],84.74% [81.11% - 99.08%],849,198,3415,projected
07-17-2021,86.38,775,673,1073,81.39,102.1,775 [673 - 1073],86.38% [81.39% - 102.1%],1142,248,3955,projected
07-24-2021,87.81,935,818,1278,81.68,106.71,935 [818 - 1278],87.81% [81.68% - 106.71%],1398,300,4781,projected
07-31-2021,88.97,1049,919,1422,81.82,110.4,1049 [919 - 1422],88.97% [81.82% - 110.4%],1605,326,5441,projected
