date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.13,155,140,186,80.07,80.27,155 [140 - 186],80.13% [80.07% - 80.27%],23,12,48,projected
06-26-2021,80.11,134,121,175,80.06,80.31,134 [121 - 175],80.11% [80.06% - 80.31%],20,10,55,projected
07-03-2021,80.12,145,127,198,80.03,80.34,145 [127 - 198],80.12% [80.03% - 80.34%],22,6,60,projected
07-10-2021,80.1,120,106,182,80.03,80.44,120 [106 - 182],80.1% [80.03% - 80.44%],18,5,78,projected
07-17-2021,80.12,142,125,211,80.03,80.48,142 [125 - 211],80.12% [80.03% - 80.48%],22,5,86,projected
07-24-2021,80.13,157,140,228,80.04,80.51,157 [140 - 228],80.13% [80.04% - 80.51%],23,7,91,projected
07-31-2021,80.13,161,144,236,80.04,80.53,161 [144 - 236],80.13% [80.04% - 80.53%],23,7,95,projected
