date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.46,209,192,291,80.88,84.22,209 [192 - 291],81.46% [80.88% - 84.22%],261,157,755,projected
06-26-2021,81.85,273,243,455,80.8,87.8,273 [243 - 455],81.85% [80.8% - 87.8%],331,144,1396,projected
07-03-2021,82.83,420,367,672,80.74,93.49,420 [367 - 672],82.83% [80.74% - 93.49%],506,133,2414,projected
07-10-2021,84.15,606,524,870,80.97,96.24,606 [524 - 870],84.15% [80.97% - 96.24%],742,173,2906,projected
07-17-2021,85.63,812,711,1130,81.26,99.36,812 [711 - 1130],85.63% [81.26% - 99.36%],1007,226,3465,projected
07-24-2021,87.05,1007,880,1387,81.51,104.18,1007 [880 - 1387],87.05% [81.51% - 104.18%],1261,270,4327,projected
07-31-2021,88.4,1190,1034,1606,81.6,108.19,1190 [1034 - 1606],88.4% [81.6% - 108.19%],1503,286,5046,projected
