date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.44,207,190,288,80.88,84.17,207 [190 - 288],81.44% [80.88% - 84.17%],258,157,746,projected
06-26-2021,81.85,272,243,454,80.83,87.7,272 [243 - 454],81.85% [80.83% - 87.7%],331,148,1379,projected
07-03-2021,82.8,416,365,664,80.77,93.35,416 [365 - 664],82.8% [80.77% - 93.35%],501,137,2389,projected
07-10-2021,84.05,591,513,852,80.94,95.87,591 [513 - 852],84.05% [80.94% - 95.87%],725,168,2840,projected
07-17-2021,85.39,775,673,1073,81.16,98.54,775 [673 - 1073],85.39% [81.16% - 98.54%],965,207,3319,projected
07-24-2021,86.56,935,818,1278,81.41,102.44,935 [818 - 1278],86.56% [81.41% - 102.44%],1174,252,4016,projected
07-31-2021,87.46,1049,919,1422,81.5,105.24,1049 [919 - 1422],87.46% [81.5% - 105.24%],1335,269,4517,projected
