date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.15,209,192,291,81.32,84.65,209 [192 - 291],82.15% [81.32% - 84.65%],385,237,832,projected
06-26-2021,82.51,273,243,455,81.2,89.65,273 [243 - 455],82.51% [81.2% - 89.65%],450,215,1728,projected
07-03-2021,83.68,420,367,672,81.09,97.02,420 [367 - 672],83.68% [81.09% - 97.02%],658,195,3046,projected
07-10-2021,85.44,606,524,870,81.28,102.5,606 [524 - 870],85.44% [81.28% - 102.5%],974,229,4027,projected
07-17-2021,87.52,812,711,1130,81.7,106.57,812 [711 - 1130],87.52% [81.7% - 106.57%],1346,305,4756,projected
07-24-2021,89.62,1007,880,1387,82.09,112.9,1007 [880 - 1387],89.62% [82.09% - 112.9%],1721,374,5888,projected
07-31-2021,91.57,1190,1034,1606,82.27,119.14,1190 [1034 - 1606],91.57% [82.27% - 119.14%],2071,407,7005,projected
