date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.73,153,139,186,81.08,83.45,153 [139 - 186],81.73% [81.08% - 83.45%],310,194,617,projected
06-26-2021,81.42,133,120,174,80.8,83.29,133 [120 - 174],81.42% [80.8% - 83.29%],255,143,589,projected
07-03-2021,81.35,141,124,195,80.61,83.68,141 [124 - 195],81.35% [80.61% - 83.68%],242,109,659,projected
07-10-2021,81.34,119,105,182,80.44,84.22,119 [105 - 182],81.34% [80.44% - 84.22%],239,78,755,projected
07-17-2021,81.27,134,118,201,80.35,85.26,134 [118 - 201],81.27% [80.35% - 85.26%],228,63,941,projected
07-24-2021,81.4,147,131,215,80.42,85.72,147 [131 - 215],81.4% [80.42% - 85.72%],251,75,1024,projected
07-31-2021,81.45,150,134,224,80.42,85.92,150 [134 - 224],81.45% [80.42% - 85.92%],260,76,1059,projected
