date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.29,207,190,288,80.78,83.79,207 [190 - 288],81.29% [80.78% - 83.79%],231,140,678,projected
06-26-2021,81.68,272,243,454,80.73,87.12,272 [243 - 454],81.68% [80.73% - 87.12%],300,130,1275,projected
07-03-2021,82.56,416,365,664,80.68,92.21,416 [365 - 664],82.56% [80.68% - 92.21%],459,121,2186,projected
07-10-2021,83.69,591,513,852,80.85,94.16,591 [513 - 852],83.69% [80.85% - 94.16%],660,152,2534,projected
07-17-2021,84.87,775,673,1073,81.04,96.71,775 [673 - 1073],84.87% [81.04% - 96.71%],871,187,2991,projected
07-24-2021,85.91,935,818,1278,81.26,100.18,935 [818 - 1278],85.91% [81.26% - 100.18%],1058,226,3611,projected
07-31-2021,86.68,1049,919,1422,81.34,102.58,1049 [919 - 1422],86.68% [81.34% - 102.58%],1196,239,4042,projected
