region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,88.95,2451,2246,2875,84.09,98.83,2451 [2246 - 2875],88.95% [84.09% - 98.83%],756,345,1590,05-18-2021,projected
2,AL- DOTHAN,83.61,156,144,180,81.81,87.23,156 [144 - 180],83.61% [81.81% - 87.23%],48,24,96,05-18-2021,projected
5,AL- HUNTSVILLE,82.71,172,156,208,81.12,86.12,172 [156 - 208],82.71% [81.12% - 86.12%],51,21,115,05-18-2021,projected
6,AL- MOBILE,80.74,77,71,91,80.42,81.54,77 [71 - 91],80.74% [80.42% - 81.54%],21,12,44,05-18-2021,projected
7,AL- MONTGOMERY,84.4,214,191,307,81.42,96.24,214 [191 - 307],84.4% [81.42% - 96.24%],68,22,251,05-18-2021,projected
9,AL- TUSCALOOSA,81.0,35,32,40,80.4,81.5,35 [32 - 40],81.0% [80.4% - 81.5%],10,4,15,05-18-2021,projected
11,AZ- MESA,81.46,96,88,112,80.71,82.98,96 [88 - 112],81.46% [80.71% - 82.98%],29,14,59,05-18-2021,projected
12,AZ- PHOENIX,80.87,220,202,261,80.41,81.89,220 [202 - 261],80.87% [80.41% - 81.89%],66,31,143,05-18-2021,projected
14,AZ- SUN CITY,80.62,14,13,17,80.25,81.23,14 [13 - 17],80.62% [80.25% - 81.23%],5,2,10,05-18-2021,projected
15,AZ- TUCSON,80.44,34,30,42,80.16,80.99,34 [30 - 42],80.44% [80.16% - 80.99%],11,4,25,05-18-2021,projected
16,AR- FORT SMITH,80.0,0,0,7,80.0,80.62,0 [0 - 7],80.0% [80.0% - 80.62%],0,0,8,05-18-2021,projected
18,AR- JONESBORO,80.44,14,12,16,80.0,80.44,14 [12 - 16],80.44% [80.0% - 80.44%],4,0,4,05-18-2021,projected
19,AR- LITTLE ROCK,80.94,189,171,237,80.38,82.17,189 [171 - 237],80.94% [80.38% - 82.17%],54,22,125,05-18-2021,projected
21,AR- SPRINGDALE,81.51,56,50,66,80.95,83.41,56 [50 - 66],81.51% [80.95% - 83.41%],16,10,36,05-18-2021,projected
22,AR- TEXARKANA,81.94,55,50,66,80.82,83.78,55 [50 - 66],81.94% [80.82% - 83.78%],19,8,37,05-18-2021,projected
23,CA- ORANGE CO.,80.0,0,0,2,80.0,80.04,0 [0 - 2],80.0% [80.0% - 80.04%],0,0,3,05-18-2021,projected
25,CA- BAKERSFIELD,80.25,22,19,31,80.06,80.61,22 [19 - 31],80.25% [80.06% - 80.61%],9,2,22,05-18-2021,projected
31,CA- CHICO,80.31,7,6,8,80.31,80.78,7 [6 - 8],80.31% [80.31% - 80.78%],2,2,5,05-18-2021,projected
33,CA- CONTRA COSTA CO.,80.25,16,14,18,80.1,80.45,16 [14 - 18],80.25% [80.1% - 80.45%],5,2,9,05-18-2021,projected
43,CA- FRESNO,80.04,0,0,2,80.0,80.18,0 [0 - 2],80.04% [80.0% - 80.18%],1,0,4,05-18-2021,projected
56,CA- LOS ANGELES,80.01,7,6,10,80.0,80.04,7 [6 - 10],80.01% [80.0% - 80.04%],2,0,9,05-18-2021,projected
58,CA- MODESTO,80.0,0,0,1,80.0,80.17,0 [0 - 1],80.0% [80.0% - 80.17%],0,0,3,05-18-2021,projected
62,CA- NAPA,80.52,7,6,9,80.0,80.52,7 [6 - 9],80.52% [80.0% - 80.52%],3,0,3,05-18-2021,projected
65,CA- ALAMEDA CO.,80.15,13,12,16,80.06,80.3,13 [12 - 16],80.15% [80.06% - 80.3%],5,2,10,05-18-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.09,0 [0 - 0],80.0% [80.0% - 80.09%],0,0,1,05-18-2021,projected
73,CA- REDDING,80.92,35,31,39,80.18,81.66,35 [31 - 39],80.92% [80.18% - 81.66%],10,2,18,05-18-2021,projected
77,CA- SACRAMENTO,80.15,21,19,27,80.06,80.38,21 [19 - 27],80.15% [80.06% - 80.38%],7,3,18,05-18-2021,projected
78,CA- SALINAS,80.0,0,0,1,80.0,80.25,0 [0 - 1],80.0% [80.0% - 80.25%],0,0,2,05-18-2021,projected
79,CA- SAN BERNARDINO,80.02,7,6,9,80.0,80.1,7 [6 - 9],80.02% [80.0% - 80.1%],1,0,6,05-18-2021,projected
80,CA- SAN DIEGO,80.14,29,25,33,80.03,80.24,29 [25 - 33],80.14% [80.03% - 80.24%],10,2,17,05-18-2021,projected
81,CA- SAN FRANCISCO,80.08,13,11,15,80.0,80.16,13 [11 - 15],80.08% [80.0% - 80.16%],4,0,8,05-18-2021,projected
82,CA- SAN JOSE,80.07,5,4,6,80.0,80.07,5 [4 - 6],80.07% [80.0% - 80.07%],2,0,2,05-18-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,05-18-2021,projected
85,CA- SAN MATEO CO.,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,3,05-18-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,05-18-2021,projected
