date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.15,207,190,288,81.33,84.55,207 [190 - 288],82.15% [81.33% - 84.55%],384,238,815,projected
06-26-2021,82.5,272,243,454,81.22,89.5,272 [243 - 454],82.5% [81.22% - 89.5%],448,219,1701,projected
07-03-2021,83.65,416,365,664,81.13,96.79,416 [365 - 664],83.65% [81.13% - 96.79%],654,202,3005,projected
07-10-2021,85.35,591,513,852,81.27,102.05,591 [513 - 852],85.35% [81.27% - 102.05%],957,228,3947,projected
07-17-2021,87.25,775,673,1073,81.59,105.57,775 [673 - 1073],87.25% [81.59% - 105.57%],1297,284,4576,projected
07-24-2021,89.0,935,818,1278,81.93,110.74,935 [818 - 1278],89.0% [81.93% - 110.74%],1611,345,5501,projected
07-31-2021,90.41,1049,919,1422,82.12,115.34,1049 [919 - 1422],90.41% [82.12% - 115.34%],1864,380,6326,projected
