date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.25,155,140,186,80.16,80.55,155 [140 - 186],80.25% [80.16% - 80.55%],44,28,99,projected
06-26-2021,80.23,134,121,175,80.11,80.59,134 [121 - 175],80.23% [80.11% - 80.59%],41,20,106,projected
07-03-2021,80.25,145,127,198,80.08,80.66,145 [127 - 198],80.25% [80.08% - 80.66%],45,14,119,projected
07-10-2021,80.21,120,106,182,80.06,80.86,120 [106 - 182],80.21% [80.06% - 80.86%],37,10,154,projected
07-17-2021,80.26,142,125,211,80.06,80.97,142 [125 - 211],80.26% [80.06% - 80.97%],46,11,174,projected
07-24-2021,80.27,157,140,228,80.07,81.02,157 [140 - 228],80.27% [80.07% - 81.02%],48,13,183,projected
07-31-2021,80.27,161,144,236,80.07,81.06,161 [144 - 236],80.27% [80.07% - 81.06%],48,13,189,projected
