region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,95.51,3031,2826,3382,88.77,105.0,3031 [2826 - 3382],95.51% [88.77% - 105.0%],1310,741,2111,05-18-2021,projected
2,AL- DOTHAN,83.31,96,90,109,82.18,86.17,96 [90 - 109],83.31% [82.18% - 86.17%],44,29,82,05-18-2021,projected
5,AL- HUNTSVILLE,82.93,125,117,141,81.7,85.32,125 [117 - 141],82.93% [81.7% - 85.32%],55,32,100,05-18-2021,projected
6,AL- MOBILE,81.12,64,60,74,80.63,81.72,64 [60 - 74],81.12% [80.63% - 81.72%],32,18,49,05-18-2021,projected
7,AL- MONTGOMERY,83.88,130,118,174,81.81,92.1,130 [118 - 174],83.88% [81.81% - 92.1%],60,28,187,05-18-2021,projected
9,AL- TUSCALOOSA,80.9,21,20,25,80.9,81.7,21 [20 - 25],80.9% [80.9% - 81.7%],9,9,17,05-18-2021,projected
11,AZ- MESA,82.53,113,106,129,81.57,84.8,113 [106 - 129],82.53% [81.57% - 84.8%],50,31,95,05-18-2021,projected
12,AZ- PHOENIX,81.47,249,233,288,80.88,82.85,249 [233 - 288],81.47% [80.88% - 82.85%],111,67,216,05-18-2021,projected
14,AZ- SUN CITY,80.99,21,19,23,80.62,81.98,21 [19 - 23],80.99% [80.62% - 81.98%],8,5,16,05-18-2021,projected
15,AZ- TUCSON,80.71,39,36,46,80.36,81.31,39 [36 - 46],80.71% [80.36% - 81.31%],18,9,33,05-18-2021,projected
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.47,0 [0 - 2],80.0% [80.0% - 80.47%],0,0,6,05-18-2021,projected
18,AR- JONESBORO,80.66,14,12,14,80.66,80.66,14 [12 - 14],80.66% [80.66% - 80.66%],6,6,6,05-18-2021,projected
19,AR- LITTLE ROCK,81.25,165,153,188,80.73,82.34,165 [153 - 188],81.25% [80.73% - 82.34%],72,42,135,05-18-2021,projected
21,AR- SPRINGDALE,82.27,56,54,64,81.7,84.07,56 [54 - 64],82.27% [81.7% - 84.07%],24,18,43,05-18-2021,projected
22,AR- TEXARKANA,81.73,42,39,48,80.92,83.37,42 [39 - 48],81.73% [80.92% - 83.37%],17,9,33,05-18-2021,projected
23,CA- ORANGE CO.,80.07,12,10,14,80.0,80.17,12 [10 - 14],80.07% [80.0% - 80.17%],5,0,13,05-18-2021,projected
25,CA- BAKERSFIELD,80.47,34,29,41,80.17,80.83,34 [29 - 41],80.47% [80.17% - 80.83%],17,6,30,05-18-2021,projected
31,CA- CHICO,81.09,13,12,14,80.47,81.09,13 [12 - 14],81.09% [80.47% - 81.09%],7,3,7,05-18-2021,projected
33,CA- CONTRA COSTA CO.,80.65,25,23,27,80.4,81.0,25 [23 - 27],80.65% [80.4% - 81.0%],13,8,20,05-18-2021,projected
43,CA- FRESNO,80.22,14,12,15,80.0,80.44,14 [12 - 15],80.22% [80.0% - 80.44%],5,0,10,05-18-2021,projected
56,CA- LOS ANGELES,80.04,18,15,23,80.02,80.1,18 [15 - 23],80.04% [80.02% - 80.1%],11,4,26,05-18-2021,projected
58,CA- MODESTO,80.23,7,6,10,80.0,80.64,7 [6 - 10],80.23% [80.0% - 80.64%],4,0,11,05-18-2021,projected
62,CA- NAPA,80.69,7,7,7,80.69,80.69,7 [7 - 7],80.69% [80.69% - 80.69%],4,4,4,05-18-2021,projected
65,CA- ALAMEDA CO.,80.44,29,26,31,80.27,80.62,29 [26 - 31],80.44% [80.27% - 80.62%],15,9,21,05-18-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,1,80.0,80.19,0 [0 - 1],80.09% [80.0% - 80.19%],1,0,2,05-18-2021,projected
73,CA- REDDING,81.48,35,34,38,81.11,82.22,35 [34 - 38],81.48% [81.11% - 82.22%],16,12,24,05-18-2021,projected
77,CA- SACRAMENTO,80.56,56,51,61,80.33,80.82,56 [51 - 61],80.56% [80.33% - 80.82%],27,16,39,05-18-2021,projected
78,CA- SALINAS,80.38,2,1,3,80.0,80.38,2 [1 - 3],80.38% [80.0% - 80.38%],3,0,3,05-18-2021,projected
79,CA- SAN BERNARDINO,80.12,14,12,17,80.02,80.29,14 [12 - 17],80.12% [80.02% - 80.29%],7,1,17,05-18-2021,projected
80,CA- SAN DIEGO,80.38,53,49,59,80.21,80.57,53 [49 - 59],80.38% [80.21% - 80.57%],27,15,40,05-18-2021,projected
81,CA- SAN FRANCISCO,80.16,16,14,20,80.08,80.34,16 [14 - 20],80.16% [80.08% - 80.34%],8,4,17,05-18-2021,projected
82,CA- SAN JOSE,80.2,7,7,8,80.1,80.3,7 [7 - 8],80.2% [80.1% - 80.3%],6,3,9,05-18-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,05-18-2021,projected
