date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.83,207,190,288,80.5,82.61,207 [190 - 288],80.83% [80.5% - 82.61%],149,89,467,projected
06-26-2021,81.13,272,243,454,80.45,85.11,272 [243 - 454],81.13% [80.45% - 85.11%],202,81,915,projected
07-03-2021,81.76,416,365,664,80.43,88.16,416 [365 - 664],81.76% [80.43% - 88.16%],315,77,1461,projected
07-10-2021,82.51,591,513,852,80.55,88.97,591 [513 - 852],82.51% [80.55% - 88.97%],449,99,1606,projected
07-17-2021,83.2,775,673,1073,80.7,90.88,775 [673 - 1073],83.2% [80.7% - 90.88%],573,125,1948,projected
07-24-2021,83.8,935,818,1278,80.8,93.02,935 [818 - 1278],83.8% [80.8% - 93.02%],681,144,2330,projected
07-31-2021,84.26,1049,919,1422,80.83,94.33,1049 [919 - 1422],84.26% [80.83% - 94.33%],763,149,2565,projected
