region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.49,53,47,64,80.73,83.39,53 [47 - 64],81.49% [80.73% - 83.39%],126,62,286,03-09-2021
2,AL- DOTHAN,80.08,0,0,1,80.0,81.28,0 [0 - 1],80.08% [80.0% - 81.28%],1,0,17,03-09-2021
5,AL- HUNTSVILLE,81.38,9,8,12,80.69,83.14,9 [8 - 12],81.38% [80.69% - 83.14%],26,13,59,03-09-2021
6,AL- MOBILE,81.75,16,14,20,80.88,83.22,16 [14 - 20],81.75% [80.88% - 83.22%],50,25,92,03-09-2021
7,AL- MONTGOMERY,80.39,0,0,1,80.0,81.42,0 [0 - 1],80.39% [80.0% - 81.42%],6,0,22,03-09-2021
9,AL- TUSCALOOSA,82.3,9,7,10,80.1,82.91,9 [7 - 10],82.3% [80.1% - 82.91%],23,1,29,03-09-2021
11,AZ- MESA,81.46,7,7,9,80.76,82.32,7 [7 - 9],81.46% [80.76% - 82.32%],29,15,46,03-09-2021
12,AZ- PHOENIX,80.86,21,19,25,80.46,81.62,21 [19 - 25],80.86% [80.46% - 81.62%],65,35,123,03-09-2021
14,AZ- SUN CITY,80.49,0,0,0,80.25,80.74,0 [0 - 0],80.49% [80.25% - 80.74%],4,2,6,03-09-2021
15,AZ- TUCSON,80.95,14,12,14,80.52,81.62,14 [12 - 14],80.95% [80.52% - 81.62%],24,13,41,03-09-2021
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.23,0 [0 - 0],80.0% [80.0% - 80.23%],0,0,3,03-09-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,81.11,0 [0 - 1],80.0% [80.0% - 81.11%],0,0,10,03-09-2021
19,AR- LITTLE ROCK,81.2,27,24,38,80.47,84.24,27 [24 - 38],81.2% [80.47% - 84.24%],69,27,245,03-09-2021
21,AR- SPRINGDALE,82.37,14,13,17,81.32,86.72,14 [13 - 17],82.37% [81.32% - 86.72%],25,14,71,03-09-2021
22,AR- TEXARKANA,80.0,0,0,2,80.0,83.47,0 [0 - 2],80.0% [80.0% - 83.47%],0,0,34,03-09-2021
23,CA- ORANGE CO.,80.24,7,6,8,80.13,80.37,7 [6 - 8],80.24% [80.13% - 80.37%],18,10,28,03-09-2021
25,CA- BAKERSFIELD,80.28,7,6,7,80.11,80.44,7 [6 - 7],80.28% [80.11% - 80.44%],10,4,16,03-09-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
33,CA- CONTRA COSTA CO.,80.8,7,7,8,80.45,81.3,7 [7 - 8],80.8% [80.45% - 81.3%],16,9,26,03-09-2021
43,CA- FRESNO,80.57,7,6,7,80.26,81.1,7 [6 - 7],80.57% [80.26% - 81.1%],13,6,25,03-09-2021
56,CA- LOS ANGELES,80.33,25,22,28,80.16,80.52,25 [22 - 28],80.33% [80.16% - 80.52%],81,39,130,03-09-2021
58,CA- MODESTO,80.76,7,6,8,80.35,81.75,7 [6 - 8],80.76% [80.35% - 81.75%],13,6,30,03-09-2021
62,CA- NAPA,80.0,0,0,0,80.0,81.2,0 [0 - 0],80.0% [80.0% - 81.2%],0,0,7,03-09-2021
65,CA- ALAMEDA CO.,80.12,0,0,1,80.0,80.3,0 [0 - 1],80.12% [80.0% - 80.3%],4,0,10,03-09-2021
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.09,0 [0 - 0],80.0% [80.0% - 80.09%],0,0,1,03-09-2021
73,CA- REDDING,81.11,5,4,6,80.0,82.31,5 [4 - 6],81.11% [80.0% - 82.31%],12,0,25,03-09-2021
77,CA- SACRAMENTO,80.5,9,8,11,80.21,81.15,9 [8 - 11],80.5% [80.21% - 81.15%],24,10,55,03-09-2021
78,CA- SALINAS,80.0,0,0,0,80.0,80.25,0 [0 - 0],80.0% [80.0% - 80.25%],0,0,2,03-09-2021
79,CA- SAN BERNARDINO,80.22,7,6,7,80.1,80.38,7 [6 - 7],80.22% [80.1% - 80.38%],13,6,22,03-09-2021
80,CA- SAN DIEGO,80.57,11,10,13,80.26,80.91,11 [10 - 13],80.57% [80.26% - 80.91%],40,18,64,03-09-2021
81,CA- SAN FRANCISCO,80.24,0,0,1,80.04,80.35,0 [0 - 1],80.24% [80.04% - 80.35%],12,2,18,03-09-2021
82,CA- SAN JOSE,80.86,7,7,9,80.46,81.42,7 [7 - 9],80.86% [80.46% - 81.42%],26,14,43,03-09-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,81.32,0 [0 - 0],80.0% [80.0% - 81.32%],0,0,6,03-09-2021
85,CA- SAN MATEO CO.,80.56,7,6,8,80.37,80.96,7 [6 - 8],80.56% [80.37% - 80.96%],15,10,26,03-09-2021
86,CA- SANTA BARBARA,80.72,0,0,1,80.0,80.93,0 [0 - 1],80.72% [80.0% - 80.93%],7,0,9,03-09-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
89,CA- SANTA ROSA,80.64,7,6,7,80.48,81.13,7 [6 - 7],80.64% [80.48% - 81.13%],12,9,21,03-09-2021
91,CA- STOCKTON,80.66,3,2,4,80.19,80.94,3 [2 - 4],80.66% [80.19% - 80.94%],7,2,10,03-09-2021
96,CA- VENTURA,80.32,0,0,1,80.0,80.57,0 [0 - 1],80.32% [80.0% - 80.57%],5,0,9,03-09-2021
101,CO- BOULDER,82.95,7,6,7,81.68,84.84,7 [6 - 7],82.95% [81.68% - 84.84%],14,8,23,03-09-2021
