date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.99,209,192,291,80.59,83.05,209 [192 - 291],80.99% [80.59% - 83.05%],178,106,546,projected
06-26-2021,81.34,273,243,455,80.51,85.93,273 [243 - 455],81.34% [80.51% - 85.93%],239,92,1062,projected
07-03-2021,82.06,420,367,672,80.49,89.73,420 [367 - 672],82.06% [80.49% - 89.73%],369,88,1741,projected
07-10-2021,82.98,606,524,870,80.68,91.05,606 [524 - 870],82.98% [80.68% - 91.05%],534,121,1977,projected
07-17-2021,83.96,812,711,1130,80.91,93.52,812 [711 - 1130],83.96% [80.91% - 93.52%],709,162,2420,projected
07-24-2021,84.93,1007,880,1387,81.02,96.85,1007 [880 - 1387],84.93% [81.02% - 96.85%],882,183,3016,projected
07-31-2021,85.74,1190,1034,1606,81.07,99.27,1190 [1034 - 1606],85.74% [81.07% - 99.27%],1028,191,3449,projected
