date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.9,155,140,186,81.21,83.73,155 [140 - 186],81.9% [81.21% - 83.73%],340,216,667,projected
06-26-2021,81.59,134,121,175,80.89,83.61,134 [121 - 175],81.59% [80.89% - 83.61%],284,159,646,projected
07-03-2021,81.48,145,127,198,80.67,83.84,145 [127 - 198],81.48% [80.67% - 83.84%],265,120,687,projected
07-10-2021,81.45,120,106,182,80.49,84.48,120 [106 - 182],81.45% [80.49% - 84.48%],260,87,801,projected
07-17-2021,81.42,142,125,211,80.39,85.74,142 [125 - 211],81.42% [80.39% - 85.74%],254,70,1027,projected
07-24-2021,81.61,157,140,228,80.45,86.35,157 [140 - 228],81.61% [80.45% - 86.35%],289,80,1137,projected
07-31-2021,81.7,161,144,236,80.48,86.77,161 [144 - 236],81.7% [80.48% - 86.77%],304,86,1212,projected
