date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.24,153,139,186,80.16,80.55,153 [139 - 186],80.24% [80.16% - 80.55%],43,28,99,projected
06-26-2021,80.22,133,120,174,80.09,80.63,133 [120 - 174],80.22% [80.09% - 80.63%],40,16,112,projected
07-03-2021,80.25,141,124,195,80.08,80.7,141 [124 - 195],80.25% [80.08% - 80.7%],44,14,125,projected
07-10-2021,80.2,119,105,182,80.05,80.82,119 [105 - 182],80.2% [80.05% - 80.82%],36,9,147,projected
07-17-2021,80.24,134,118,201,80.06,80.93,134 [118 - 201],80.24% [80.06% - 80.93%],43,11,167,projected
07-24-2021,80.24,147,131,215,80.06,80.94,147 [131 - 215],80.24% [80.06% - 80.94%],43,11,169,projected
07-31-2021,80.25,150,134,224,80.06,80.99,150 [134 - 224],80.25% [80.06% - 80.99%],45,11,177,projected
