date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,85.67,,,,,,,,109,,,actual
05-08-2021,84.83,,,,,,,,93,,,actual
05-15-2021,84.73,,,,,,,,91,,,actual
05-22-2021,82.18,29,28,30,81.98,82.34,29 [28 - 30],82.18% [81.98% - 82.34%],42,38,45,projected
05-29-2021,81.66,28,27,29,81.61,81.98,28 [27 - 29],81.66% [81.61% - 81.98%],32,31,38,projected
06-05-2021,81.61,28,26,33,81.4,81.82,28 [26 - 33],81.61% [81.4% - 81.82%],31,27,35,projected
06-12-2021,81.61,28,26,42,80.99,82.81,28 [26 - 42],81.61% [80.99% - 82.81%],31,19,54,projected
06-19-2021,82.18,38,34,62,80.78,89.67,38 [34 - 62],82.18% [80.78% - 89.67%],42,15,186,projected
06-26-2021,82.75,47,42,72,80.62,92.84,47 [42 - 72],82.75% [80.62% - 92.84%],53,12,247,projected
07-03-2021,83.53,59,52,83,80.78,93.05,59 [52 - 83],83.53% [80.78% - 93.05%],68,15,251,projected
