region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.51,44,38,51,80.12,81.1,44 [38 - 51],80.51% [80.12% - 81.1%],43,10,93,03-03-2021,projected
2,AL- DOTHAN,80.0,0,0,1,80.0,80.45,0 [0 - 1],80.0% [80.0% - 80.45%],0,0,6,03-03-2021,projected
5,AL- HUNTSVILLE,80.37,7,6,9,80.11,81.22,7 [6 - 9],80.37% [80.11% - 81.22%],7,2,23,03-03-2021,projected
6,AL- MOBILE,80.46,14,13,16,80.21,81.09,14 [13 - 16],80.46% [80.21% - 81.09%],13,6,31,03-03-2021,projected
7,AL- MONTGOMERY,80.06,0,0,0,80.0,80.32,0 [0 - 0],80.06% [80.0% - 80.32%],1,0,5,03-03-2021,projected
9,AL- TUSCALOOSA,80.6,2,1,4,80.0,81.1,2 [1 - 4],80.6% [80.0% - 81.1%],6,0,11,03-03-2021,projected
11,AZ- MESA,80.4,7,6,8,80.25,80.66,7 [6 - 8],80.4% [80.25% - 80.66%],8,5,13,03-03-2021,projected
12,AZ- PHOENIX,80.24,16,14,18,80.09,80.45,16 [14 - 18],80.24% [80.09% - 80.45%],18,7,34,03-03-2021,projected
14,AZ- SUN CITY,80.12,0,0,0,80.0,80.25,0 [0 - 0],80.12% [80.0% - 80.25%],1,0,2,03-03-2021,projected
15,AZ- TUCSON,80.4,6,4,8,80.0,80.4,6 [4 - 8],80.4% [80.0% - 80.4%],10,0,10,03-03-2021,projected
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
18,AR- JONESBORO,80.0,0,0,1,80.0,80.55,0 [0 - 1],80.0% [80.0% - 80.55%],0,0,5,03-03-2021,projected
19,AR- LITTLE ROCK,80.36,17,16,23,80.16,81.33,17 [16 - 23],80.36% [80.16% - 81.33%],21,9,77,03-03-2021,projected
21,AR- SPRINGDALE,80.85,10,9,11,80.47,82.27,10 [9 - 11],80.85% [80.47% - 82.27%],9,5,24,03-03-2021,projected
22,AR- TEXARKANA,80.0,0,0,1,80.0,80.92,0 [0 - 1],80.0% [80.0% - 80.92%],0,0,9,03-03-2021,projected
23,CA- ORANGE CO.,80.07,7,6,7,80.03,80.1,7 [6 - 7],80.07% [80.03% - 80.1%],5,2,8,03-03-2021,projected
25,CA- BAKERSFIELD,80.11,1,0,2,80.0,80.11,1 [0 - 2],80.11% [80.0% - 80.11%],4,0,4,03-03-2021,projected
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
33,CA- CONTRA COSTA CO.,80.25,7,6,7,80.2,80.4,7 [6 - 7],80.25% [80.2% - 80.4%],5,4,8,03-03-2021,projected
43,CA- FRESNO,80.18,4,3,5,80.0,80.22,4 [3 - 5],80.18% [80.0% - 80.22%],4,0,5,03-03-2021,projected
56,CA- LOS ANGELES,80.08,13,11,16,80.03,80.15,13 [11 - 16],80.08% [80.03% - 80.15%],20,7,36,03-03-2021,projected
58,CA- MODESTO,80.29,3,2,4,80.0,80.29,3 [2 - 4],80.29% [80.0% - 80.29%],5,0,5,03-03-2021,projected
62,CA- NAPA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
65,CA- ALAMEDA CO.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
73,CA- REDDING,80.28,0,0,1,80.0,80.83,0 [0 - 1],80.28% [80.0% - 80.83%],3,0,9,03-03-2021,projected
77,CA- SACRAMENTO,80.1,7,6,8,80.04,80.25,7 [6 - 8],80.1% [80.04% - 80.25%],5,2,12,03-03-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
79,CA- SAN BERNARDINO,80.07,1,0,2,80.0,80.07,1 [0 - 2],80.07% [80.0% - 80.07%],4,0,4,03-03-2021,projected
80,CA- SAN DIEGO,80.16,7,6,9,80.06,80.28,7 [6 - 9],80.16% [80.06% - 80.28%],11,4,20,03-03-2021,projected
81,CA- SAN FRANCISCO,80.02,0,0,1,80.02,80.12,0 [0 - 1],80.02% [80.02% - 80.12%],1,1,6,03-03-2021,projected
82,CA- SAN JOSE,80.26,7,6,8,80.13,80.43,7 [6 - 8],80.26% [80.13% - 80.43%],8,4,13,03-03-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
85,CA- SAN MATEO CO.,80.19,7,6,7,80.07,80.33,7 [6 - 7],80.19% [80.07% - 80.33%],5,2,9,03-03-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,1,80.0,80.41,0 [0 - 1],80.0% [80.0% - 80.41%],0,0,4,03-03-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
89,CA- SANTA ROSA,80.21,7,6,7,80.0,80.38,7 [6 - 7],80.21% [80.0% - 80.38%],4,0,7,03-03-2021,projected
91,CA- STOCKTON,80.09,0,0,1,80.0,80.38,0 [0 - 1],80.09% [80.0% - 80.38%],1,0,4,03-03-2021,projected
96,CA- VENTURA,80.0,0,0,0,80.0,80.06,0 [0 - 0],80.0% [80.0% - 80.06%],0,0,1,03-03-2021,projected
101,CO- BOULDER,80.84,7,6,7,80.42,81.68,7 [6 - 7],80.84% [80.42% - 81.68%],4,2,8,03-03-2021,projected
102,CO- COLORADO SPRINGS,81.93,15,13,19,80.87,83.77,15 [13 - 19],81.93% [80.87% - 83.77%],20,9,39,03-03-2021,projected
103,CO- DENVER,82.03,91,83,108,80.96,84.31,91 [83 - 108],82.03% [80.96% - 84.31%],97,46,206,03-03-2021,projected
104,CO- FORT COLLINS,81.56,10,9,12,80.78,83.44,10 [9 - 12],81.56% [80.78% - 83.44%],10,5,22,03-03-2021,projected
105,CO- GRAND JUNCTION,80.63,1,0,3,80.13,81.52,1 [0 - 3],80.63% [80.13% - 81.52%],5,1,12,03-03-2021,projected
106,CO- GREELEY,81.29,9,8,11,80.64,82.19,9 [8 - 11],81.29% [80.64% - 82.19%],10,5,17,03-03-2021,projected
107,CO- PUEBLO,80.0,0,0,1,80.0,80.5,0 [0 - 1],80.0% [80.0% - 80.5%],0,0,4,03-03-2021,projected
109,CT- BRIDGEPORT,80.94,14,13,16,80.41,81.71,14 [13 - 16],80.94% [80.41% - 81.71%],16,7,29,03-03-2021,projected
110,CT- HARTFORD,80.28,7,6,9,80.06,80.55,7 [6 - 9],80.28% [80.06% - 80.55%],9,2,18,03-03-2021,projected
111,CT- NEW HAVEN,80.8,26,23,31,80.31,81.51,26 [23 - 31],80.8% [80.31% - 81.51%],31,12,58,03-03-2021,projected
112,DE- WILMINGTON,80.91,12,11,15,80.32,81.77,12 [11 - 15],80.91% [80.32% - 81.77%],17,6,33,03-03-2021,projected
113,DC- WASHINGTON,81.07,54,50,68,80.58,82.51,54 [50 - 68],81.07% [80.58% - 82.51%],59,32,138,03-03-2021,projected
115,FL- BRADENTON,82.26,14,13,17,81.27,84.23,14 [13 - 17],82.26% [81.27% - 84.23%],16,9,30,03-03-2021,projected
116,FL- CLEARWATER,81.16,17,15,20,80.55,82.14,17 [15 - 20],81.16% [80.55% - 82.14%],19,9,35,03-03-2021,projected
