region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.88,70,64,86,80.5,82.1,70 [64 - 86],80.88% [80.5% - 82.1%],74,42,177,03-03-2021,projected
2,AL- DOTHAN,80.23,0,0,2,80.0,80.75,0 [0 - 2],80.23% [80.0% - 80.75%],3,0,10,03-03-2021,projected
5,AL- HUNTSVILLE,80.9,15,13,18,80.43,82.02,15 [13 - 18],80.9% [80.43% - 82.02%],17,8,38,03-03-2021,projected
6,AL- MOBILE,81.12,28,25,32,80.53,81.96,28 [25 - 32],81.12% [80.53% - 81.96%],32,15,56,03-03-2021,projected
7,AL- MONTGOMERY,80.58,2,1,4,80.0,81.03,2 [1 - 4],80.58% [80.0% - 81.03%],9,0,16,03-03-2021,projected
9,AL- TUSCALOOSA,81.1,14,12,15,80.3,81.9,14 [12 - 15],81.1% [80.3% - 81.9%],11,3,19,03-03-2021,projected
11,AZ- MESA,80.96,16,14,18,80.56,81.46,16 [14 - 18],80.96% [80.56% - 81.46%],19,11,29,03-03-2021,projected
12,AZ- PHOENIX,80.65,34,31,40,80.3,81.03,34 [31 - 40],80.65% [80.3% - 81.03%],49,23,78,03-03-2021,projected
14,AZ- SUN CITY,80.37,0,0,1,80.12,80.49,0 [0 - 1],80.37% [80.12% - 80.49%],3,1,4,03-03-2021,projected
15,AZ- TUCSON,80.63,15,13,16,80.4,80.95,15 [13 - 16],80.63% [80.4% - 80.95%],16,10,24,03-03-2021,projected
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.47,0 [0 - 0],80.0% [80.0% - 80.47%],0,0,6,03-03-2021,projected
18,AR- JONESBORO,80.0,0,0,1,80.0,80.55,0 [0 - 1],80.0% [80.0% - 80.55%],0,0,5,03-03-2021,projected
19,AR- LITTLE ROCK,80.71,40,36,56,80.31,82.53,40 [36 - 56],80.71% [80.31% - 82.53%],41,18,146,03-03-2021,projected
21,AR- SPRINGDALE,81.61,14,13,18,80.85,83.78,14 [13 - 18],81.61% [80.85% - 83.78%],17,9,40,03-03-2021,projected
22,AR- TEXARKANA,80.31,0,0,3,80.0,81.84,0 [0 - 3],80.31% [80.0% - 81.84%],3,0,18,03-03-2021,projected
23,CA- ORANGE CO.,80.17,13,12,14,80.09,80.25,13 [12 - 14],80.17% [80.09% - 80.25%],13,7,19,03-03-2021,projected
25,CA- BAKERSFIELD,80.19,7,6,7,80.11,80.3,7 [6 - 7],80.19% [80.11% - 80.3%],7,4,11,03-03-2021,projected
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
33,CA- CONTRA COSTA CO.,80.55,8,7,9,80.3,80.8,8 [7 - 9],80.55% [80.3% - 80.8%],11,6,16,03-03-2021,projected
43,CA- FRESNO,80.39,7,6,9,80.18,80.74,7 [6 - 9],80.39% [80.18% - 80.74%],9,4,17,03-03-2021,projected
56,CA- LOS ANGELES,80.23,44,40,49,80.12,80.35,44 [40 - 49],80.23% [80.12% - 80.35%],57,29,86,03-03-2021,projected
58,CA- MODESTO,80.64,8,7,9,80.29,81.11,8 [7 - 9],80.64% [80.29% - 81.11%],11,5,19,03-03-2021,projected
62,CA- NAPA,80.0,0,0,1,80.0,81.37,0 [0 - 1],80.0% [80.0% - 81.37%],0,0,8,03-03-2021,projected
65,CA- ALAMEDA CO.,80.15,2,1,3,80.0,80.15,2 [1 - 3],80.15% [80.0% - 80.15%],5,0,5,03-03-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.09,0 [0 - 0],80.09% [80.0% - 80.09%],1,0,1,03-03-2021,projected
73,CA- REDDING,80.83,7,6,8,80.0,81.39,7 [6 - 8],80.83% [80.0% - 81.39%],9,0,15,03-03-2021,projected
77,CA- SACRAMENTO,80.38,14,13,17,80.15,80.71,14 [13 - 17],80.38% [80.15% - 80.71%],18,7,34,03-03-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.5,0 [0 - 0],80.0% [80.0% - 80.5%],0,0,4,03-03-2021,projected
79,CA- SAN BERNARDINO,80.17,7,6,8,80.07,80.26,7 [6 - 8],80.17% [80.07% - 80.26%],10,4,15,03-03-2021,projected
80,CA- SAN DIEGO,80.37,24,21,26,80.18,80.58,24 [21 - 26],80.37% [80.18% - 80.58%],26,13,41,03-03-2021,projected
81,CA- SAN FRANCISCO,80.14,7,6,8,80.06,80.3,7 [6 - 8],80.14% [80.06% - 80.3%],7,3,15,03-03-2021,projected
82,CA- SAN JOSE,80.56,15,13,17,80.33,80.89,15 [13 - 17],80.56% [80.33% - 80.89%],17,10,27,03-03-2021,projected
83,CA- SAN LUIS OBISPO,80.22,0,0,1,80.0,80.88,0 [0 - 1],80.22% [80.0% - 80.88%],1,0,4,03-03-2021,projected
85,CA- SAN MATEO CO.,80.37,9,8,10,80.19,80.59,9 [8 - 10],80.37% [80.19% - 80.59%],10,5,16,03-03-2021,projected
86,CA- SANTA BARBARA,80.52,7,6,7,80.1,80.62,7 [6 - 7],80.52% [80.1% - 80.62%],5,1,6,03-03-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-03-2021,projected
89,CA- SANTA ROSA,80.48,7,7,8,80.21,80.7,7 [7 - 8],80.48% [80.21% - 80.7%],9,4,13,03-03-2021,projected
91,CA- STOCKTON,80.38,7,6,7,80.28,80.66,7 [6 - 7],80.38% [80.28% - 80.66%],4,3,7,03-03-2021,projected
