date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.12,153,139,186,80.07,80.27,153 [139 - 186],80.12% [80.07% - 80.27%],22,12,48,projected
06-26-2021,80.11,133,120,174,80.05,80.3,133 [120 - 174],80.11% [80.05% - 80.3%],20,9,53,projected
07-03-2021,80.12,141,124,195,80.03,80.35,141 [124 - 195],80.12% [80.03% - 80.35%],22,6,62,projected
07-10-2021,80.09,119,105,182,80.02,80.38,119 [105 - 182],80.09% [80.02% - 80.38%],17,4,68,projected
07-17-2021,80.12,134,118,201,80.03,80.46,134 [118 - 201],80.12% [80.03% - 80.46%],21,5,82,projected
07-24-2021,80.12,147,131,215,80.03,80.47,147 [131 - 215],80.12% [80.03% - 80.47%],21,5,84,projected
07-31-2021,80.12,150,134,224,80.03,80.5,150 [134 - 224],80.12% [80.03% - 80.5%],22,6,89,projected
