date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.73,155,140,186,81.08,83.43,155 [140 - 186],81.73% [81.08% - 83.43%],310,194,614,projected
06-26-2021,81.45,134,121,175,80.79,83.31,134 [121 - 175],81.45% [80.79% - 83.31%],260,141,593,projected
07-03-2021,81.37,145,127,198,80.6,83.65,145 [127 - 198],81.37% [80.6% - 83.65%],245,108,653,projected
07-10-2021,81.35,120,106,182,80.43,84.19,120 [106 - 182],81.35% [80.43% - 84.19%],242,77,750,projected
07-17-2021,81.32,142,125,211,80.36,85.35,142 [125 - 211],81.32% [80.36% - 85.35%],237,65,957,projected
07-24-2021,81.5,157,140,228,80.42,85.89,157 [140 - 228],81.5% [80.42% - 85.89%],268,75,1054,projected
07-31-2021,81.57,161,144,236,80.45,86.27,161 [144 - 236],81.57% [80.45% - 86.27%],281,80,1122,projected
