region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,124.2,2993,2800,3260,108.63,146.69,2993 [2800 - 3260],124.2% [108.63% - 146.69%],3733,2418,5632,05-18-2021,projected
2,AL- DOTHAN,87.0,76,72,85,84.67,91.07,76 [72 - 85],87.0% [84.67% - 91.07%],93,62,147,05-18-2021,projected
5,AL- HUNTSVILLE,87.39,114,107,123,85.11,91.12,114 [107 - 123],87.39% [85.11% - 91.12%],139,96,209,05-18-2021,projected
6,AL- MOBILE,83.33,75,71,81,82.28,84.73,75 [71 - 81],83.33% [82.28% - 84.73%],95,65,135,05-18-2021,projected
7,AL- MONTGOMERY,87.83,98,91,125,84.92,98.63,98 [91 - 125],87.83% [84.92% - 98.63%],121,76,288,05-18-2021,projected
9,AL- TUSCALOOSA,83.41,27,26,29,82.51,84.41,27 [26 - 29],83.41% [82.51% - 84.41%],34,25,44,05-18-2021,projected
11,AZ- MESA,88.48,133,127,146,86.31,93.74,133 [127 - 146],88.48% [86.31% - 93.74%],168,125,272,05-18-2021,projected
12,AZ- PHOENIX,84.92,291,277,323,83.45,88.42,291 [277 - 323],84.92% [83.45% - 88.42%],373,261,638,05-18-2021,projected
14,AZ- SUN CITY,83.46,21,20,23,82.59,85.68,21 [20 - 23],83.46% [82.59% - 85.68%],28,21,46,05-18-2021,projected
15,AZ- TUCSON,82.46,49,47,55,81.9,84.08,49 [47 - 55],82.46% [81.9% - 84.08%],62,48,103,05-18-2021,projected
16,AR- FORT SMITH,81.72,18,13,26,80.0,85.93,18 [13 - 26],81.72% [80.0% - 85.93%],22,0,76,05-18-2021,projected
18,AR- JONESBORO,81.99,14,14,17,81.99,82.65,14 [14 - 17],81.99% [81.99% - 82.65%],18,18,24,05-18-2021,projected
19,AR- LITTLE ROCK,84.49,206,192,244,82.62,87.97,206 [192 - 244],84.49% [82.62% - 87.97%],259,151,460,05-18-2021,projected
21,AR- SPRINGDALE,91.54,100,90,117,86.81,102.52,100 [90 - 117],91.54% [86.81% - 102.52%],122,72,238,05-18-2021,projected
22,AR- TEXARKANA,84.39,38,35,48,83.37,90.71,38 [35 - 48],84.39% [83.37% - 90.71%],43,33,105,05-18-2021,projected
23,CA- ORANGE CO.,80.37,21,18,24,80.17,80.69,21 [18 - 24],80.37% [80.17% - 80.69%],28,13,53,05-18-2021,projected
25,CA- BAKERSFIELD,81.71,49,44,53,80.8,82.52,49 [44 - 53],81.71% [80.8% - 82.52%],62,29,91,05-18-2021,projected
31,CA- CHICO,83.28,14,13,18,83.28,85.78,14 [13 - 18],83.28% [83.28% - 85.78%],21,21,37,05-18-2021,projected
33,CA- CONTRA COSTA CO.,82.85,35,33,39,82.0,83.84,35 [33 - 39],82.85% [82.0% - 83.84%],57,40,77,05-18-2021,projected
43,CA- FRESNO,81.14,16,14,18,80.57,81.71,16 [14 - 18],81.14% [80.57% - 81.71%],26,13,39,05-18-2021,projected
56,CA- LOS ANGELES,80.26,34,30,40,80.11,80.51,34 [30 - 40],80.26% [80.11% - 80.51%],64,27,127,05-18-2021,projected
