date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.31,207,190,288,81.46,84.85,207 [190 - 288],82.31% [81.46% - 84.85%],414,262,868,projected
06-26-2021,82.65,272,243,454,81.32,89.9,272 [243 - 454],82.65% [81.32% - 89.9%],475,236,1772,projected
07-03-2021,83.84,416,365,664,81.21,97.45,416 [365 - 664],83.84% [81.21% - 97.45%],687,217,3124,projected
07-10-2021,85.63,591,513,852,81.36,103.41,591 [513 - 852],85.63% [81.36% - 103.41%],1008,243,4190,projected
07-17-2021,87.64,775,673,1073,81.69,107.28,775 [673 - 1073],87.64% [81.69% - 107.28%],1368,303,4883,projected
07-24-2021,89.55,935,818,1278,82.03,112.68,935 [818 - 1278],89.55% [82.03% - 112.68%],1710,364,5849,projected
07-31-2021,91.11,1049,919,1422,82.27,117.74,1049 [919 - 1422],91.11% [82.27% - 117.74%],1988,407,6754,projected
