date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.98,209,192,291,81.2,84.34,209 [192 - 291],81.98% [81.2% - 84.34%],355,214,777,projected
06-26-2021,82.36,273,243,455,81.1,89.24,273 [243 - 455],82.36% [81.1% - 89.24%],423,196,1653,projected
07-03-2021,83.48,420,367,672,81.01,96.26,420 [367 - 672],83.48% [81.01% - 96.26%],623,180,2910,projected
07-10-2021,85.16,606,524,870,81.2,101.04,606 [524 - 870],85.16% [81.2% - 101.04%],923,215,3766,projected
07-17-2021,87.1,812,711,1130,81.6,104.79,812 [711 - 1130],87.1% [81.6% - 104.79%],1270,287,4437,projected
07-24-2021,88.99,1007,880,1387,81.96,110.84,1007 [880 - 1387],88.99% [81.96% - 110.84%],1609,350,5519,projected
07-31-2021,90.82,1190,1034,1606,82.11,116.5,1190 [1034 - 1606],90.82% [82.11% - 116.5%],1937,378,6533,projected
