date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.21,155,140,186,80.77,82.56,155 [140 - 186],81.21% [80.77% - 82.56%],217,137,459,projected
06-26-2021,81.08,134,121,175,80.55,82.48,134 [121 - 175],81.08% [80.55% - 82.48%],193,99,444,projected
07-03-2021,81.05,145,127,198,80.34,83.12,145 [127 - 198],81.05% [80.34% - 83.12%],188,60,559,projected
07-10-2021,81.03,120,106,182,80.3,83.25,120 [106 - 182],81.03% [80.3% - 83.25%],185,54,582,projected
07-17-2021,81.02,142,125,211,80.29,84.13,142 [125 - 211],81.02% [80.29% - 84.13%],183,52,739,projected
07-24-2021,81.15,157,140,228,80.33,84.49,157 [140 - 228],81.15% [80.33% - 84.49%],205,59,804,projected
07-31-2021,81.18,161,144,236,80.35,84.73,161 [144 - 236],81.18% [80.35% - 84.73%],212,62,847,projected
