date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.77,155,140,186,80.47,81.68,155 [140 - 186],80.77% [80.47% - 81.68%],138,85,301,projected
06-26-2021,80.7,134,121,175,80.34,81.65,134 [121 - 175],80.7% [80.34% - 81.65%],126,61,296,projected
07-03-2021,80.71,145,127,198,80.24,82.04,145 [127 - 198],80.71% [80.24% - 82.04%],127,43,365,projected
07-10-2021,80.67,120,106,182,80.17,82.25,120 [106 - 182],80.67% [80.17% - 82.25%],120,30,403,projected
07-17-2021,80.71,142,125,211,80.2,82.82,142 [125 - 211],80.71% [80.2% - 82.82%],127,35,505,projected
07-24-2021,80.77,157,140,228,80.22,83.04,157 [140 - 228],80.77% [80.22% - 83.04%],137,40,544,projected
07-31-2021,80.79,161,144,236,80.23,83.13,161 [144 - 236],80.79% [80.23% - 83.13%],141,42,560,projected
