region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.3,33,29,39,80.13,80.7,33 [29 - 39],80.3% [80.13% - 80.7%],25,11,59,02-16-2021
2,AL- DOTHAN,80.0,0,0,1,80.0,80.38,0 [0 - 1],80.0% [80.0% - 80.38%],0,0,5,02-16-2021
5,AL- HUNTSVILLE,80.59,14,12,15,80.27,80.9,14 [12 - 15],80.59% [80.27% - 80.9%],11,5,17,02-16-2021
6,AL- MOBILE,80.42,7,6,10,80.25,80.84,7 [6 - 10],80.42% [80.25% - 80.84%],12,7,24,02-16-2021
7,AL- MONTGOMERY,80.39,7,6,9,80.06,81.1,7 [6 - 9],80.39% [80.06% - 81.1%],6,1,17,02-16-2021
9,AL- TUSCALOOSA,80.5,7,6,8,80.3,80.9,7 [6 - 8],80.5% [80.3% - 80.9%],5,3,9,02-16-2021
11,AZ- MESA,80.56,11,10,13,80.2,81.01,11 [10 - 13],80.56% [80.2% - 81.01%],11,4,20,02-16-2021
12,AZ- PHOENIX,80.29,23,20,27,80.12,80.57,23 [20 - 27],80.29% [80.12% - 80.57%],22,9,43,02-16-2021
14,AZ- SUN CITY,80.25,0,0,1,80.12,80.49,0 [0 - 1],80.25% [80.12% - 80.49%],2,1,4,02-16-2021
15,AZ- TUCSON,80.16,7,6,7,80.04,80.28,7 [6 - 7],80.16% [80.04% - 80.28%],4,1,7,02-16-2021
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.78,0 [0 - 2],80.0% [80.0% - 80.78%],0,0,10,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
