region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.32,42,36,48,80.06,80.64,42 [36 - 48],80.32% [80.06% - 80.64%],27,5,54,03-09-2021
2,AL- DOTHAN,80.0,0,0,1,80.0,80.3,0 [0 - 1],80.0% [80.0% - 80.3%],0,0,4,03-09-2021
5,AL- HUNTSVILLE,80.21,7,6,9,80.0,80.74,7 [6 - 9],80.21% [80.0% - 80.74%],4,0,14,03-09-2021
6,AL- MOBILE,80.28,13,12,15,80.14,80.6,13 [12 - 15],80.28% [80.14% - 80.6%],8,4,17,03-09-2021
7,AL- MONTGOMERY,80.0,0,0,0,80.0,80.06,0 [0 - 0],80.0% [80.0% - 80.06%],0,0,1,03-09-2021
9,AL- TUSCALOOSA,80.4,1,0,3,80.0,80.8,1 [0 - 3],80.4% [80.0% - 80.8%],4,0,8,03-09-2021
11,AZ- MESA,80.25,7,6,8,80.1,80.4,7 [6 - 8],80.25% [80.1% - 80.4%],5,2,8,03-09-2021
12,AZ- PHOENIX,80.15,14,12,16,80.04,80.26,14 [12 - 16],80.15% [80.04% - 80.26%],11,3,20,03-09-2021
14,AZ- SUN CITY,80.12,0,0,0,80.0,80.12,0 [0 - 0],80.12% [80.0% - 80.12%],1,0,1,03-09-2021
15,AZ- TUCSON,80.28,4,2,6,80.0,80.28,4 [2 - 6],80.28% [80.0% - 80.28%],7,0,7,03-09-2021
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,80.33,0 [0 - 1],80.0% [80.0% - 80.33%],0,0,3,03-09-2021
19,AR- LITTLE ROCK,80.23,16,15,22,80.1,80.73,16 [15 - 22],80.23% [80.1% - 80.73%],13,6,42,03-09-2021
21,AR- SPRINGDALE,80.57,9,8,10,80.28,81.32,9 [8 - 10],80.57% [80.28% - 81.32%],6,3,14,03-09-2021
22,AR- TEXARKANA,80.0,0,0,1,80.0,80.51,0 [0 - 1],80.0% [80.0% - 80.51%],0,0,5,03-09-2021
23,CA- ORANGE CO.,80.04,7,6,7,80.0,80.07,7 [6 - 7],80.04% [80.0% - 80.07%],3,0,5,03-09-2021
25,CA- BAKERSFIELD,80.06,0,0,1,80.0,80.08,0 [0 - 1],80.06% [80.0% - 80.08%],2,0,3,03-09-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
33,CA- CONTRA COSTA CO.,80.1,7,6,7,80.1,80.25,7 [6 - 7],80.1% [80.1% - 80.25%],2,2,5,03-09-2021
43,CA- FRESNO,80.13,3,2,4,80.0,80.13,3 [2 - 4],80.13% [80.0% - 80.13%],3,0,3,03-09-2021
56,CA- LOS ANGELES,80.04,11,10,14,80.02,80.08,11 [10 - 14],80.04% [80.02% - 80.08%],11,4,21,03-09-2021
58,CA- MODESTO,80.17,2,1,3,80.0,80.17,2 [1 - 3],80.17% [80.0% - 80.17%],3,0,3,03-09-2021
62,CA- NAPA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
65,CA- ALAMEDA CO.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
73,CA- REDDING,80.09,0,0,1,80.0,80.46,0 [0 - 1],80.09% [80.0% - 80.46%],1,0,5,03-09-2021
77,CA- SACRAMENTO,80.06,7,6,8,80.0,80.15,7 [6 - 8],80.06% [80.0% - 80.15%],3,0,7,03-09-2021
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
79,CA- SAN BERNARDINO,80.03,0,0,1,80.0,80.05,0 [0 - 1],80.03% [80.0% - 80.05%],2,0,3,03-09-2021
80,CA- SAN DIEGO,80.09,7,6,9,80.04,80.17,7 [6 - 9],80.09% [80.04% - 80.17%],6,3,12,03-09-2021
81,CA- SAN FRANCISCO,80.02,0,0,1,80.02,80.08,0 [0 - 1],80.02% [80.02% - 80.08%],1,1,4,03-09-2021
82,CA- SAN JOSE,80.2,7,6,8,80.1,80.26,7 [6 - 8],80.2% [80.1% - 80.26%],6,3,8,03-09-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
85,CA- SAN MATEO CO.,80.11,7,6,7,80.0,80.19,7 [6 - 7],80.11% [80.0% - 80.19%],3,0,5,03-09-2021
86,CA- SANTA BARBARA,80.0,0,0,1,80.0,80.31,0 [0 - 1],80.0% [80.0% - 80.31%],0,0,3,03-09-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
89,CA- SANTA ROSA,80.16,7,6,7,80.0,80.21,7 [6 - 7],80.16% [80.0% - 80.21%],3,0,4,03-09-2021
91,CA- STOCKTON,80.0,0,0,1,80.0,80.19,0 [0 - 1],80.0% [80.0% - 80.19%],0,0,2,03-09-2021
96,CA- VENTURA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-09-2021
101,CO- BOULDER,80.63,7,6,7,80.21,81.05,7 [6 - 7],80.63% [80.21% - 81.05%],3,1,5,03-09-2021
102,CO- COLORADO SPRINGS,81.16,14,13,18,80.48,82.32,14 [13 - 18],81.16% [80.48% - 82.32%],12,5,24,03-09-2021
103,CO- DENVER,81.26,89,81,105,80.61,82.66,89 [81 - 105],81.26% [80.61% - 82.66%],60,29,127,03-09-2021
