date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.56,155,140,186,80.96,83.15,155 [140 - 186],81.56% [80.96% - 83.15%],279,172,564,projected
06-26-2021,81.32,134,121,175,80.72,83.04,134 [121 - 175],81.32% [80.72% - 83.04%],237,128,544,projected
07-03-2021,81.26,145,127,198,80.41,83.82,145 [127 - 198],81.26% [80.41% - 83.82%],225,73,683,projected
07-10-2021,81.26,120,106,182,80.39,83.88,120 [106 - 182],81.26% [80.39% - 83.88%],225,70,695,projected
07-17-2021,81.22,142,125,211,80.34,84.94,142 [125 - 211],81.22% [80.34% - 84.94%],219,61,885,projected
07-24-2021,81.39,157,140,228,80.39,85.43,157 [140 - 228],81.39% [80.39% - 85.43%],249,70,972,projected
07-31-2021,81.45,161,144,236,80.41,85.78,161 [144 - 236],81.45% [80.41% - 85.78%],259,74,1034,projected
