date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.39,155,140,186,80.87,82.87,155 [140 - 186],81.39% [80.87% - 82.87%],248,155,513,projected
06-26-2021,81.2,134,121,175,80.64,82.76,134 [121 - 175],81.2% [80.64% - 82.76%],214,114,494,projected
07-03-2021,81.15,145,127,198,80.39,83.43,145 [127 - 198],81.15% [80.39% - 83.43%],206,69,614,projected
07-10-2021,81.14,120,106,182,80.35,83.58,120 [106 - 182],81.14% [80.35% - 83.58%],204,62,640,projected
07-17-2021,81.12,142,125,211,80.32,84.54,142 [125 - 211],81.12% [80.32% - 84.54%],200,57,812,projected
07-24-2021,81.26,157,140,228,80.36,84.96,157 [140 - 228],81.26% [80.36% - 84.96%],226,64,888,projected
07-31-2021,81.32,161,144,236,80.37,85.27,161 [144 - 236],81.32% [80.37% - 85.27%],237,67,944,projected
