date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.81,209,192,291,81.07,84.02,209 [192 - 291],81.81% [81.07% - 84.02%],324,192,720,projected
06-26-2021,82.18,273,243,455,81.01,88.81,273 [243 - 455],82.18% [81.01% - 88.81%],391,180,1577,projected
07-03-2021,83.28,420,367,672,80.92,95.44,420 [367 - 672],83.28% [80.92% - 95.44%],587,164,2764,projected
07-10-2021,84.85,606,524,870,81.12,99.49,606 [524 - 870],84.85% [81.12% - 99.49%],868,201,3488,projected
07-17-2021,86.64,812,711,1130,81.5,103.0,812 [711 - 1130],86.64% [81.5% - 103.0%],1188,269,4117,projected
07-24-2021,88.36,1007,880,1387,81.82,108.71,1007 [880 - 1387],88.36% [81.82% - 108.71%],1496,325,5138,projected
07-31-2021,90.03,1190,1034,1606,81.94,113.81,1190 [1034 - 1606],90.03% [81.94% - 113.81%],1796,348,6051,projected
