date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.15,209,192,291,80.7,83.45,209 [192 - 291],81.15% [80.7% - 83.45%],206,125,617,projected
06-26-2021,81.51,273,243,455,80.6,86.6,273 [243 - 455],81.51% [80.6% - 86.6%],271,108,1181,projected
07-03-2021,82.34,420,367,672,80.57,91.09,420 [367 - 672],82.34% [80.57% - 91.09%],419,102,1984,projected
07-10-2021,83.39,606,524,870,80.79,92.78,606 [524 - 870],83.39% [80.79% - 92.78%],607,141,2287,projected
07-17-2021,84.54,812,711,1130,81.03,95.52,812 [711 - 1130],84.54% [81.03% - 95.52%],812,185,2778,projected
07-24-2021,85.65,1007,880,1387,81.19,99.38,1007 [880 - 1387],85.65% [81.19% - 99.38%],1012,213,3468,projected
07-31-2021,86.64,1190,1034,1606,81.25,102.29,1190 [1034 - 1606],86.64% [81.25% - 102.29%],1188,223,3989,projected
