region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,123.02,3017,2791,3458,103.1,154.56,3017 [2791 - 3458],123.02% [103.1% - 154.56%],3633,1951,6297,05-18-2021,projected
2,AL- DOTHAN,92.5,148,136,171,86.33,103.34,148 [136 - 171],92.5% [86.33% - 103.34%],166,84,310,05-18-2021,projected
5,AL- HUNTSVILLE,91.12,187,172,215,85.96,100.8,187 [172 - 215],91.12% [85.96% - 100.8%],209,112,391,05-18-2021,projected
6,AL- MOBILE,83.75,94,87,110,82.17,87.25,94 [87 - 110],83.75% [82.17% - 87.25%],107,62,207,05-18-2021,projected
7,AL- MONTGOMERY,94.04,192,173,268,85.3,125.73,192 [173 - 268],94.04% [85.3% - 125.73%],217,82,707,05-18-2021,projected
9,AL- TUSCALOOSA,83.71,34,31,39,81.9,86.91,34 [31 - 39],83.71% [81.9% - 86.91%],37,19,69,05-18-2021,projected
11,AZ- MESA,87.68,133,125,146,84.7,92.83,133 [125 - 146],87.68% [84.7% - 92.83%],152,93,254,05-18-2021,projected
12,AZ- PHOENIX,84.75,318,296,350,82.75,88.17,318 [296 - 350],84.75% [82.75% - 88.17%],360,208,619,05-18-2021,projected
14,AZ- SUN CITY,83.21,21,20,23,81.98,85.31,21 [20 - 23],83.21% [81.98% - 85.31%],26,16,43,05-18-2021,projected
15,AZ- TUCSON,82.42,52,47,61,81.43,84.91,52 [47 - 61],82.42% [81.43% - 84.91%],61,36,124,05-18-2021,projected
16,AR- FORT SMITH,87.88,93,77,161,81.09,115.83,93 [77 - 161],87.88% [81.09% - 115.83%],101,14,459,05-18-2021,projected
18,AR- JONESBORO,84.76,37,33,46,82.21,91.06,37 [33 - 46],84.76% [82.21% - 91.06%],43,20,100,05-18-2021,projected
19,AR- LITTLE ROCK,89.44,491,436,658,83.79,105.64,491 [436 - 658],89.44% [83.79% - 105.64%],545,219,1480,05-18-2021,projected
21,AR- SPRINGDALE,104.03,228,202,342,89.08,162.69,228 [202 - 342],104.03% [89.08% - 162.69%],254,96,874,05-18-2021,projected
22,AR- TEXARKANA,95.0,133,114,206,83.98,138.06,133 [114 - 206],95.0% [83.98% - 138.06%],147,39,569,05-18-2021,projected
23,CA- ORANGE CO.,80.17,7,6,10,80.01,80.46,7 [6 - 10],80.17% [80.01% - 80.46%],13,1,35,05-18-2021,projected
25,CA- BAKERSFIELD,81.16,28,25,37,80.36,82.65,28 [25 - 37],81.16% [80.36% - 82.65%],42,13,96,05-18-2021,projected
31,CA- CHICO,84.38,23,20,29,81.41,90.16,23 [20 - 29],84.38% [81.41% - 90.16%],28,9,65,05-18-2021,projected
33,CA- CONTRA COSTA CO.,81.75,28,26,33,81.05,83.34,28 [26 - 33],81.75% [81.05% - 83.34%],35,21,67,05-18-2021,projected
43,CA- FRESNO,80.57,14,12,16,80.04,81.23,14 [12 - 16],80.57% [80.04% - 81.23%],13,1,28,05-18-2021,projected
56,CA- LOS ANGELES,80.09,10,8,14,80.03,80.24,10 [8 - 14],80.09% [80.03% - 80.24%],23,8,59,05-18-2021,projected
58,CA- MODESTO,81.11,14,12,21,80.0,83.55,14 [12 - 21],81.11% [80.0% - 83.55%],19,0,61,05-18-2021,projected
62,CA- NAPA,83.78,22,19,27,81.72,88.25,22 [19 - 27],83.78% [81.72% - 88.25%],22,10,48,05-18-2021,projected
65,CA- ALAMEDA CO.,81.12,28,26,31,80.71,81.78,28 [26 - 31],81.12% [80.71% - 81.78%],38,24,60,05-18-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.28,0,0,1,80.0,80.47,0 [0 - 1],80.28% [80.0% - 80.47%],3,0,5,05-18-2021,projected
73,CA- REDDING,87.49,71,64,105,83.88,109.11,71 [64 - 105],87.49% [83.88% - 109.11%],81,42,315,05-18-2021,projected
77,CA- SACRAMENTO,84.12,173,154,226,81.34,91.1,173 [154 - 226],84.12% [81.34% - 91.1%],197,64,531,05-18-2021,projected
78,CA- SALINAS,80.63,0,0,1,80.0,81.13,0 [0 - 1],80.63% [80.0% - 81.13%],5,0,9,05-18-2021,projected
79,CA- SAN BERNARDINO,80.33,11,9,14,80.02,80.73,11 [9 - 14],80.33% [80.02% - 80.73%],19,1,42,05-18-2021,projected
80,CA- SAN DIEGO,81.01,46,41,53,80.47,81.59,46 [41 - 53],81.01% [80.47% - 81.59%],71,33,112,05-18-2021,projected
81,CA- SAN FRANCISCO,80.61,28,25,32,80.22,81.03,28 [25 - 32],80.61% [80.22% - 81.03%],31,11,52,05-18-2021,projected
82,CA- SAN JOSE,80.89,17,15,23,80.36,81.72,17 [15 - 23],80.89% [80.36% - 81.72%],27,11,52,05-18-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,1,80.0,81.97,0 [0 - 1],80.0% [80.0% - 81.97%],0,0,9,05-18-2021,projected
85,CA- SAN MATEO CO.,80.45,7,6,9,80.33,80.85,7 [6 - 9],80.45% [80.33% - 80.85%],12,9,23,05-18-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,1,80.0,81.04,0 [0 - 1],80.0% [80.0% - 81.04%],0,0,10,05-18-2021,projected
87,CA- SANTA CRUZ,82.79,7,6,8,80.0,85.29,7 [6 - 8],82.79% [80.0% - 85.29%],10,0,19,05-18-2021,projected
89,CA- SANTA ROSA,80.54,7,6,7,80.0,80.75,7 [6 - 7],80.54% [80.0% - 80.75%],10,0,14,05-18-2021,projected
91,CA- STOCKTON,81.03,7,6,12,80.09,83.39,7 [6 - 12],81.03% [80.09% - 83.39%],11,1,36,05-18-2021,projected
96,CA- VENTURA,80.64,7,6,8,80.0,81.27,7 [6 - 8],80.64% [80.0% - 81.27%],10,0,20,05-18-2021,projected
101,CO- BOULDER,83.79,14,13,17,81.89,86.95,14 [13 - 17],83.79% [81.89% - 86.95%],18,9,33,05-18-2021,projected
102,CO- COLORADO SPRINGS,97.58,161,146,198,87.15,121.74,161 [146 - 198],97.58% [87.15% - 121.74%],182,74,432,05-18-2021,projected
103,CO- DENVER,86.28,247,228,323,83.37,95.37,247 [228 - 323],86.28% [83.37% - 95.37%],300,161,734,05-18-2021,projected
104,CO- FORT COLLINS,91.58,68,59,86,82.66,111.61,68 [59 - 86],91.58% [82.66% - 111.61%],74,17,202,05-18-2021,projected
