region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.31,84,75,101,80.08,80.65,84 [75 - 101],80.31% [80.08% - 80.65%],26,7,55,02-16-2021
2,AL- DOTHAN,80.15,7,6,8,80.0,80.3,7 [6 - 8],80.15% [80.0% - 80.3%],2,0,4,02-16-2021
5,AL- HUNTSVILLE,80.32,21,20,24,80.21,80.64,21 [20 - 24],80.32% [80.21% - 80.64%],6,4,12,02-16-2021
6,AL- MOBILE,80.32,28,25,34,80.14,80.7,28 [25 - 34],80.32% [80.14% - 80.7%],9,4,20,02-16-2021
7,AL- MONTGOMERY,80.26,14,12,19,80.19,80.84,14 [12 - 19],80.26% [80.19% - 80.84%],4,3,13,02-16-2021
9,AL- TUSCALOOSA,80.4,14,13,17,80.2,81.0,14 [13 - 17],80.4% [80.2% - 81.0%],4,2,10,02-16-2021
11,AZ- MESA,80.35,20,18,23,80.15,80.61,20 [18 - 23],80.35% [80.15% - 80.61%],7,3,12,02-16-2021
12,AZ- PHOENIX,80.2,45,40,51,80.08,80.36,45 [40 - 51],80.2% [80.08% - 80.36%],15,6,27,02-16-2021
14,AZ- SUN CITY,80.12,5,4,6,80.12,80.25,5 [4 - 6],80.12% [80.12% - 80.25%],1,1,2,02-16-2021
15,AZ- TUCSON,80.12,7,6,9,80.04,80.24,7 [6 - 9],80.12% [80.04% - 80.24%],3,1,6,02-16-2021
16,AR- FORT SMITH,80.31,12,10,15,80.0,80.55,12 [10 - 15],80.31% [80.0% - 80.55%],4,0,7,02-16-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,1,02-16-2021
19,AR- LITTLE ROCK,80.21,34,30,43,80.07,80.47,34 [30 - 43],80.21% [80.07% - 80.47%],12,4,27,02-16-2021
21,AR- SPRINGDALE,80.28,7,7,9,80.09,80.66,7 [7 - 9],80.28% [80.09% - 80.66%],3,1,7,02-16-2021
22,AR- TEXARKANA,80.92,28,25,34,80.41,82.04,28 [25 - 34],80.92% [80.41% - 82.04%],9,4,20,02-16-2021
23,CA- ORANGE CO.,80.17,39,36,44,80.09,80.3,39 [36 - 44],80.17% [80.09% - 80.3%],13,7,23,02-16-2021
25,CA- BAKERSFIELD,80.39,42,38,47,80.19,80.61,42 [38 - 47],80.39% [80.19% - 80.61%],14,7,22,02-16-2021
31,CA- CHICO,80.0,0,0,1,80.0,80.16,0 [0 - 1],80.0% [80.0% - 80.16%],0,0,1,02-16-2021
33,CA- CONTRA COSTA CO.,80.15,7,6,9,80.1,80.3,7 [6 - 9],80.15% [80.1% - 80.3%],3,2,6,02-16-2021
43,CA- FRESNO,80.04,7,6,8,80.0,80.18,7 [6 - 8],80.04% [80.0% - 80.18%],1,0,4,02-16-2021
56,CA- LOS ANGELES,80.05,36,32,41,80.02,80.09,36 [32 - 41],80.05% [80.02% - 80.09%],12,5,23,02-16-2021
58,CA- MODESTO,80.35,21,19,24,80.17,80.7,21 [19 - 24],80.35% [80.17% - 80.7%],6,3,12,02-16-2021
62,CA- NAPA,80.34,7,6,8,80.0,80.52,7 [6 - 8],80.34% [80.0% - 80.52%],2,0,3,02-16-2021
65,CA- ALAMEDA CO.,80.12,9,8,11,80.03,80.18,9 [8 - 11],80.12% [80.03% - 80.18%],4,1,6,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.09,0 [0 - 0],80.0% [80.0% - 80.09%],0,0,1,02-16-2021
73,CA- REDDING,80.46,20,18,22,80.09,80.74,20 [18 - 22],80.46% [80.09% - 80.74%],5,1,8,02-16-2021
77,CA- SACRAMENTO,80.17,23,21,28,80.08,80.36,23 [21 - 28],80.17% [80.08% - 80.36%],8,4,17,02-16-2021
78,CA- SALINAS,80.25,7,7,8,80.13,80.63,7 [7 - 8],80.25% [80.13% - 80.63%],2,1,5,02-16-2021
79,CA- SAN BERNARDINO,80.07,8,7,10,80.03,80.1,8 [7 - 10],80.07% [80.03% - 80.1%],4,2,6,02-16-2021
80,CA- SAN DIEGO,80.17,34,31,39,80.07,80.28,34 [31 - 39],80.17% [80.07% - 80.28%],12,5,20,02-16-2021
81,CA- SAN FRANCISCO,80.14,21,19,25,80.06,80.28,21 [19 - 25],80.14% [80.06% - 80.28%],7,3,14,02-16-2021
