date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.79,,,,,,,,98,,,actual
06-05-2021,82.62,,,,,,,,92,,,actual
06-12-2021,82.08,,,,,,,,73,,,actual
06-19-2021,80.97,28,26,37,80.71,82.79,28 [26 - 37],80.97% [80.71% - 82.79%],34,25,98,projected
06-26-2021,80.8,28,25,37,80.54,82.9,28 [25 - 37],80.8% [80.54% - 82.9%],28,19,102,projected
07-03-2021,80.8,16,13,28,80.4,82.9,16 [13 - 28],80.8% [80.4% - 82.9%],28,14,102,projected
07-10-2021,80.63,20,16,36,80.0,83.62,20 [16 - 36],80.63% [80.0% - 83.62%],22,0,127,projected
07-17-2021,80.63,14,12,33,80.0,83.81,14 [12 - 33],80.63% [80.0% - 83.81%],22,0,134,projected
07-24-2021,80.54,14,12,37,80.0,84.67,14 [12 - 37],80.54% [80.0% - 84.67%],19,0,164,projected
07-31-2021,80.71,25,21,47,80.0,85.52,25 [21 - 47],80.71% [80.0% - 85.52%],25,0,194,projected
