date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-08-2021,83.56,,,,,,,,119,,,actual
05-15-2021,83.17,,,,,,,,106,,,actual
05-22-2021,82.6,,,,,,,,87,,,actual
05-29-2021,80.48,14,14,16,80.48,80.51,14 [14 - 16],80.48% [80.48% - 80.51%],16,16,17,projected
06-05-2021,80.6,18,16,20,80.48,80.99,18 [16 - 20],80.6% [80.48% - 80.99%],20,16,33,projected
06-12-2021,80.96,28,25,34,80.33,81.49,28 [25 - 34],80.96% [80.33% - 81.49%],32,11,50,projected
06-19-2021,81.08,32,28,50,80.3,84.0,32 [28 - 50],81.08% [80.3% - 84.0%],36,10,134,projected
06-26-2021,81.76,54,48,85,80.57,87.62,54 [48 - 85],81.76% [80.57% - 87.62%],59,19,255,projected
07-03-2021,83.38,104,88,151,80.84,92.58,104 [88 - 151],83.38% [80.84% - 92.58%],113,28,421,projected
07-10-2021,85.5,164,141,241,80.96,99.75,164 [141 - 241],85.5% [80.96% - 99.75%],184,32,661,projected
