date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.34,209,192,291,80.2,80.84,209 [192 - 291],80.34% [80.2% - 80.84%],60,36,151,projected
06-26-2021,80.48,273,243,455,80.16,82.4,273 [243 - 455],80.48% [80.16% - 82.4%],86,29,430,projected
07-03-2021,80.75,420,367,672,80.18,83.46,420 [367 - 672],80.75% [80.18% - 83.46%],134,32,620,projected
07-10-2021,81.1,606,524,870,80.24,83.83,606 [524 - 870],81.1% [80.24% - 83.83%],196,43,686,projected
07-17-2021,81.4,812,711,1130,80.32,84.81,812 [711 - 1130],81.4% [80.32% - 84.81%],250,58,860,projected
07-24-2021,81.76,1007,880,1387,80.36,85.89,1007 [880 - 1387],81.76% [80.36% - 85.89%],315,65,1055,projected
07-31-2021,81.99,1190,1034,1606,80.35,86.56,1190 [1034 - 1606],81.99% [80.35% - 86.56%],356,63,1175,projected
