date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.51,209,192,291,80.3,81.73,209 [192 - 291],80.51% [80.3% - 81.73%],91,54,310,projected
06-26-2021,80.72,273,243,455,80.26,83.43,273 [243 - 455],80.72% [80.26% - 83.43%],128,46,614,projected
07-03-2021,81.12,420,367,672,80.27,85.12,420 [367 - 672],81.12% [80.27% - 85.12%],200,48,916,projected
07-10-2021,81.61,606,524,870,80.36,85.65,606 [524 - 870],81.61% [80.36% - 85.65%],288,64,1012,projected
07-17-2021,82.06,812,711,1130,80.48,87.09,812 [711 - 1130],82.06% [80.48% - 87.09%],368,86,1269,projected
07-24-2021,82.59,1007,880,1387,80.54,88.73,1007 [880 - 1387],82.59% [80.54% - 88.73%],464,97,1563,projected
07-31-2021,82.96,1190,1034,1606,80.52,89.8,1190 [1034 - 1606],82.96% [80.52% - 89.8%],529,93,1754,projected
