region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.73,136,123,166,80.32,81.76,136 [123 - 166],80.73% [80.32% - 81.76%],62,27,149,06-08-2021,projected
2,AL- DOTHAN,80.23,2,1,10,80.0,81.88,2 [1 - 10],80.23% [80.0% - 81.88%],3,0,25,06-08-2021,projected
5,AL- HUNTSVILLE,81.33,53,50,97,80.74,87.13,53 [50 - 97],81.33% [80.74% - 87.13%],25,14,134,06-08-2021,projected
6,AL- MOBILE,81.02,68,63,79,80.49,81.79,68 [63 - 79],81.02% [80.49% - 81.79%],29,14,51,06-08-2021,projected
7,AL- MONTGOMERY,80.65,23,21,30,80.32,81.94,23 [21 - 30],80.65% [80.32% - 81.94%],10,5,30,06-08-2021,projected
9,AL- TUSCALOOSA,80.3,7,6,7,80.0,80.3,7 [6 - 7],80.3% [80.0% - 80.3%],3,0,3,06-08-2021,projected
11,AZ- MESA,81.77,80,74,88,80.96,82.93,80 [74 - 88],81.77% [80.96% - 82.93%],35,19,58,06-08-2021,projected
12,AZ- PHOENIX,81.11,196,181,223,80.54,82.14,196 [181 - 223],81.11% [80.54% - 82.14%],84,41,162,06-08-2021,projected
14,AZ- SUN CITY,80.74,14,13,15,80.37,81.11,14 [13 - 15],80.74% [80.37% - 81.11%],6,3,9,06-08-2021,projected
15,AZ- TUCSON,81.35,77,71,89,80.67,82.65,77 [71 - 89],81.35% [80.67% - 82.65%],34,17,67,06-08-2021,projected
16,AR- FORT SMITH,93.58,349,297,579,81.87,142.53,349 [297 - 579],93.58% [81.87% - 142.53%],174,24,801,06-08-2021,projected
18,AR- JONESBORO,81.66,35,30,43,80.0,82.21,35 [30 - 43],81.66% [80.0% - 82.21%],15,0,20,06-08-2021,projected
19,AR- LITTLE ROCK,86.79,820,736,1076,82.56,99.18,820 [736 - 1076],86.79% [82.56% - 99.18%],392,148,1107,06-08-2021,projected
21,AR- SPRINGDALE,88.04,164,138,271,81.23,115.67,164 [138 - 271],88.04% [81.23% - 115.67%],85,13,377,06-08-2021,projected
22,AR- TEXARKANA,86.02,112,93,223,80.71,118.37,112 [93 - 223],86.02% [80.71% - 118.37%],59,7,376,06-08-2021,projected
23,CA- ORANGE CO.,80.13,21,18,30,80.0,80.46,21 [18 - 30],80.13% [80.0% - 80.46%],10,0,35,06-08-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,4,06-08-2021,projected
31,CA- CHICO,81.41,21,18,27,80.0,83.12,21 [18 - 27],81.41% [80.0% - 83.12%],9,0,20,06-08-2021,projected
33,CA- CONTRA COSTA CO.,80.35,14,12,18,80.0,80.85,14 [12 - 18],80.35% [80.0% - 80.85%],7,0,17,06-08-2021,projected
43,CA- FRESNO,80.04,0,0,2,80.0,80.22,0 [0 - 2],80.04% [80.0% - 80.22%],1,0,5,06-08-2021,projected
56,CA- LOS ANGELES,80.02,14,12,20,80.0,80.1,14 [12 - 20],80.02% [80.0% - 80.1%],5,0,24,06-08-2021,projected
58,CA- MODESTO,80.29,14,12,17,80.0,80.87,14 [12 - 17],80.29% [80.0% - 80.87%],5,0,15,06-08-2021,projected
62,CA- NAPA,81.72,21,18,25,80.0,82.92,21 [18 - 25],81.72% [80.0% - 82.92%],10,0,17,06-08-2021,projected
65,CA- ALAMEDA CO.,80.15,14,12,15,80.0,80.3,14 [12 - 15],80.15% [80.0% - 80.3%],5,0,10,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.09,0 [0 - 0],80.0% [80.0% - 80.09%],0,0,1,06-08-2021,projected
73,CA- REDDING,82.4,54,46,98,80.46,94.33,54 [46 - 98],82.4% [80.46% - 94.33%],26,5,155,06-08-2021,projected
77,CA- SACRAMENTO,81.23,126,107,168,80.1,83.83,126 [107 - 168],81.23% [80.1% - 83.83%],59,5,183,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,2,80.0,80.12,0 [0 - 2],80.0% [80.0% - 80.12%],0,0,7,06-08-2021,projected
80,CA- SAN DIEGO,80.07,14,12,16,80.0,80.16,14 [12 - 16],80.07% [80.0% - 80.16%],5,0,11,06-08-2021,projected
81,CA- SAN FRANCISCO,80.04,7,6,11,80.0,80.3,7 [6 - 11],80.04% [80.0% - 80.3%],2,0,15,06-08-2021,projected
82,CA- SAN JOSE,80.17,14,12,15,80.0,80.3,14 [12 - 15],80.17% [80.0% - 80.3%],5,0,9,06-08-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
85,CA- SAN MATEO CO.,80.0,0,0,2,80.0,80.19,0 [0 - 2],80.0% [80.0% - 80.19%],0,0,5,06-08-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
89,CA- SANTA ROSA,80.54,21,20,26,80.27,81.34,21 [20 - 26],80.54% [80.27% - 81.34%],10,5,25,06-08-2021,projected
91,CA- STOCKTON,80.75,21,18,22,80.0,81.22,21 [18 - 22],80.75% [80.0% - 81.22%],8,0,13,06-08-2021,projected
96,CA- VENTURA,80.0,0,0,2,80.0,80.32,0 [0 - 2],80.0% [80.0% - 80.32%],0,0,5,06-08-2021,projected
101,CO- BOULDER,80.84,7,7,9,80.42,81.47,7 [7 - 9],80.84% [80.42% - 81.47%],4,2,7,06-08-2021,projected
102,CO- COLORADO SPRINGS,85.22,121,109,166,81.74,97.78,121 [109 - 166],85.22% [81.74% - 97.78%],54,18,184,06-08-2021,projected
103,CO- DENVER,81.3,142,126,218,80.38,85.51,142 [126 - 218],81.3% [80.38% - 85.51%],62,18,263,06-08-2021,projected
104,CO- FORT COLLINS,83.13,44,39,61,80.78,90.17,44 [39 - 61],83.13% [80.78% - 90.17%],20,5,65,06-08-2021,projected
105,CO- GRAND JUNCTION,82.53,48,43,58,80.88,86.19,48 [43 - 58],82.53% [80.88% - 86.19%],20,7,49,06-08-2021,projected
106,CO- GREELEY,81.42,22,19,29,80.26,83.99,22 [19 - 29],81.42% [80.26% - 83.99%],11,2,31,06-08-2021,projected
107,CO- PUEBLO,82.01,35,30,46,80.25,85.14,35 [30 - 46],82.01% [80.25% - 85.14%],16,2,41,06-08-2021,projected
109,CT- BRIDGEPORT,80.0,0,0,1,80.0,80.12,0 [0 - 1],80.0% [80.0% - 80.12%],0,0,2,06-08-2021,projected
110,CT- HARTFORD,80.09,7,6,9,80.0,80.18,7 [6 - 9],80.09% [80.0% - 80.18%],3,0,6,06-08-2021,projected
111,CT- NEW HAVEN,80.0,0,0,1,80.0,80.1,0 [0 - 1],80.0% [80.0% - 80.1%],0,0,4,06-08-2021,projected
112,DE- WILMINGTON,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,2,06-08-2021,projected
113,DC- WASHINGTON,80.31,38,32,59,80.0,81.28,38 [32 - 59],80.31% [80.0% - 81.28%],17,0,70,06-08-2021,projected
115,FL- BRADENTON,80.42,7,6,8,80.14,80.99,7 [6 - 8],80.42% [80.14% - 80.99%],3,1,7,06-08-2021,projected
116,FL- CLEARWATER,80.37,14,13,18,80.12,80.92,14 [13 - 18],80.37% [80.12% - 80.92%],6,2,15,06-08-2021,projected
118,FL- FORT LAUDERDALE,80.22,42,37,51,80.09,80.52,42 [37 - 51],80.22% [80.09% - 80.52%],19,8,45,06-08-2021,projected
119,FL- FORT MYERS,80.47,42,37,46,80.1,80.81,42 [37 - 46],80.47% [80.1% - 80.81%],18,4,31,06-08-2021,projected
120,FL- GAINESVILLE,81.03,36,30,44,80.0,82.17,36 [30 - 44],81.03% [80.0% - 82.17%],19,0,40,06-08-2021,projected
122,FL- HUDSON,84.23,111,95,193,80.56,102.2,111 [95 - 193],84.23% [80.56% - 102.2%],53,7,278,06-08-2021,projected
123,FL- JACKSONVILLE,81.2,133,118,178,80.31,83.79,133 [118 - 178],81.2% [80.31% - 83.79%],59,15,186,06-08-2021,projected
124,FL- LAKELAND,80.94,21,19,26,80.28,82.06,21 [19 - 26],80.94% [80.28% - 82.06%],10,3,22,06-08-2021,projected
127,FL- MIAMI,80.11,18,14,28,80.01,80.34,18 [14 - 28],80.11% [80.01% - 80.34%],12,1,37,06-08-2021,projected
129,FL- OCALA,81.9,57,51,77,80.73,85.77,57 [51 - 77],81.9% [80.73% - 85.77%],26,10,79,06-08-2021,projected
130,FL- ORLANDO,81.8,406,364,511,80.64,84.67,406 [364 - 511],81.8% [80.64% - 84.67%],187,66,484,06-08-2021,projected
131,FL- ORMOND BEACH,80.91,31,27,36,80.24,81.63,31 [27 - 36],80.91% [80.24% - 81.63%],15,4,27,06-08-2021,projected
133,FL- PANAMA CITY,80.75,11,9,19,80.0,84.22,11 [9 - 19],80.75% [80.0% - 84.22%],5,0,28,06-08-2021,projected
134,FL- PENSACOLA,80.3,13,11,17,80.0,80.6,13 [11 - 17],80.3% [80.0% - 80.6%],7,0,14,06-08-2021,projected
137,FL- SARASOTA,80.48,14,13,18,80.21,80.97,14 [13 - 18],80.48% [80.21% - 80.97%],7,3,14,06-08-2021,projected
139,FL- ST PETERSBURG,80.31,14,13,17,80.13,80.75,14 [13 - 17],80.31% [80.13% - 80.75%],5,2,12,06-08-2021,projected
140,FL- TALLAHASSEE,81.15,68,59,83,80.19,82.71,68 [59 - 83],81.15% [80.19% - 82.71%],31,5,73,06-08-2021,projected
141,FL- TAMPA,81.1,105,93,131,80.26,82.84,105 [93 - 131],81.1% [80.26% - 82.84%],47,11,121,06-08-2021,projected
142,GA- ALBANY,80.94,21,20,26,80.47,81.88,21 [20 - 26],80.94% [80.47% - 81.88%],10,5,20,06-08-2021,projected
144,GA- ATLANTA,81.01,278,254,320,80.42,82.01,278 [254 - 320],81.01% [80.42% - 82.01%],121,50,241,06-08-2021,projected
145,GA- AUGUSTA,80.2,10,8,27,80.0,82.32,10 [8 - 27],80.2% [80.0% - 82.32%],5,0,57,06-08-2021,projected
146,GA- COLUMBUS,80.56,14,12,22,80.48,82.22,14 [12 - 22],80.56% [80.48% - 82.22%],7,6,28,06-08-2021,projected
147,GA- MACON,81.39,62,55,82,80.45,83.76,62 [55 - 82],81.39% [80.45% - 83.76%],31,10,84,06-08-2021,projected
148,GA- ROME,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
149,GA- SAVANNAH,81.7,79,73,97,80.97,84.28,79 [73 - 97],81.7% [80.97% - 84.28%],35,20,88,06-08-2021,projected
151,ID- BOISE,85.34,233,203,380,81.16,104.94,233 [203 - 380],85.34% [81.16% - 104.94%],111,24,518,06-08-2021,projected
152,ID- IDAHO FALLS,83.9,35,28,78,80.22,111.45,35 [28 - 78],83.9% [80.22% - 111.45%],18,1,145,06-08-2021,projected
154,IL- AURORA,80.19,0,0,0,80.0,80.38,0 [0 - 0],80.19% [80.0% - 80.38%],1,0,2,06-08-2021,projected
155,IL- BLUE ISLAND,80.08,7,6,7,80.04,80.16,7 [6 - 7],80.08% [80.04% - 80.16%],2,1,4,06-08-2021,projected
156,IL- CHICAGO,80.09,15,13,17,80.05,80.16,15 [13 - 17],80.09% [80.05% - 80.16%],8,4,14,06-08-2021,projected
158,IL- ELGIN,80.28,7,6,8,80.09,80.46,7 [6 - 8],80.28% [80.09% - 80.46%],3,1,5,06-08-2021,projected
161,IL- EVANSTON,80.12,7,6,8,80.08,80.25,7 [6 - 8],80.12% [80.08% - 80.25%],3,2,6,06-08-2021,projected
163,IL- HINSDALE,80.27,7,6,8,80.09,80.45,7 [6 - 8],80.27% [80.09% - 80.45%],3,1,5,06-08-2021,projected
164,IL- JOLIET,80.15,6,5,7,80.0,80.15,6 [5 - 7],80.15% [80.0% - 80.15%],2,0,2,06-08-2021,projected
166,IL- MELROSE PARK,80.19,11,10,13,80.06,80.36,11 [10 - 13],80.19% [80.06% - 80.36%],6,2,11,06-08-2021,projected
170,IL- PEORIA,80.05,0,0,7,80.0,81.13,0 [0 - 7],80.05% [80.0% - 81.13%],1,0,21,06-08-2021,projected
