date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.31,209,192,291,80.78,83.84,209 [192 - 291],81.31% [80.78% - 83.84%],235,140,687,projected
06-26-2021,81.68,273,243,455,80.7,87.21,273 [243 - 455],81.68% [80.7% - 87.21%],301,126,1291,projected
07-03-2021,82.59,420,367,672,80.65,92.36,420 [367 - 672],82.59% [80.65% - 92.36%],463,117,2212,projected
07-10-2021,83.77,606,524,870,80.88,94.52,606 [524 - 870],83.77% [80.88% - 94.52%],674,157,2598,projected
07-17-2021,85.1,812,711,1130,81.15,97.47,812 [711 - 1130],85.1% [81.15% - 97.47%],913,205,3126,projected
07-24-2021,86.35,1007,880,1387,81.35,101.83,1007 [880 - 1387],86.35% [81.35% - 101.83%],1137,241,3908,projected
07-31-2021,87.52,1190,1034,1606,81.43,105.28,1190 [1034 - 1606],87.52% [81.43% - 105.28%],1346,256,4524,projected
