date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.34,207,190,288,80.2,81.21,207 [190 - 288],80.34% [80.2% - 81.21%],60,36,216,projected
06-26-2021,80.47,272,243,454,80.17,82.38,272 [243 - 454],80.47% [80.17% - 82.38%],85,31,426,projected
07-03-2021,80.74,416,365,664,80.18,83.41,416 [365 - 664],80.74% [80.18% - 83.41%],132,32,611,projected
07-10-2021,81.07,591,513,852,80.23,83.72,591 [513 - 852],81.07% [80.23% - 83.72%],191,42,666,projected
07-17-2021,81.34,775,673,1073,80.3,84.59,775 [673 - 1073],81.34% [80.3% - 84.59%],240,53,821,projected
07-24-2021,81.57,935,818,1278,80.33,85.36,935 [818 - 1278],81.57% [80.33% - 85.36%],281,59,960,projected
07-31-2021,81.72,1049,919,1422,80.34,85.79,1049 [919 - 1422],81.72% [80.34% - 85.79%],308,60,1036,projected
