region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,83.55,173,162,192,82.64,85.27,173 [162 - 192],83.55% [82.64% - 85.27%],300,223,445,03-03-2021,projected
2,AL- DOTHAN,80.83,7,6,8,80.38,81.66,7 [6 - 8],80.83% [80.38% - 81.66%],11,5,22,03-03-2021,projected
5,AL- HUNTSVILLE,84.41,37,34,42,82.61,85.59,37 [34 - 42],84.41% [82.61% - 85.59%],83,49,105,03-03-2021,projected
6,AL- MOBILE,83.89,64,61,69,82.98,85.29,64 [61 - 69],83.89% [82.98% - 85.29%],111,85,151,03-03-2021,projected
7,AL- MONTGOMERY,82.65,21,20,23,82.2,83.49,21 [20 - 23],82.65% [82.2% - 83.49%],41,34,54,03-03-2021,projected
9,AL- TUSCALOOSA,83.51,21,20,23,82.91,84.91,21 [20 - 23],83.51% [82.91% - 84.91%],35,29,49,03-03-2021,projected
11,AZ- MESA,85.4,51,49,54,84.14,86.82,51 [49 - 54],85.4% [84.14% - 86.82%],107,82,135,03-03-2021,projected
12,AZ- PHOENIX,83.39,124,118,132,82.6,84.48,124 [118 - 132],83.39% [82.6% - 84.48%],257,197,339,03-03-2021,projected
14,AZ- SUN CITY,81.98,7,7,8,81.48,82.47,7 [7 - 8],81.98% [81.48% - 82.47%],16,12,20,03-03-2021,projected
15,AZ- TUCSON,83.09,38,35,41,82.46,83.92,38 [35 - 41],83.09% [82.46% - 83.92%],78,62,99,03-03-2021,projected
16,AR- FORT SMITH,81.48,12,10,13,81.09,81.95,12 [10 - 13],81.48% [81.09% - 81.95%],19,14,25,03-03-2021,projected
18,AR- JONESBORO,80.44,0,0,2,80.11,82.65,0 [0 - 2],80.44% [80.11% - 82.65%],4,1,24,03-03-2021,projected
19,AR- LITTLE ROCK,82.58,93,85,112,81.82,84.89,93 [85 - 112],82.58% [81.82% - 84.89%],149,105,282,03-03-2021,projected
21,AR- SPRINGDALE,85.77,35,33,38,83.78,88.04,35 [33 - 38],85.77% [83.78% - 88.04%],61,40,85,03-03-2021,projected
22,AR- TEXARKANA,82.35,14,13,17,82.35,83.88,14 [13 - 17],82.35% [82.35% - 83.88%],23,23,38,03-03-2021,projected
23,CA- ORANGE CO.,81.14,39,37,42,80.86,81.44,39 [37 - 42],81.14% [80.86% - 81.44%],87,66,110,03-03-2021,projected
