region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.07,40,36,49,80.02,80.18,40 [36 - 49],80.07% [80.02% - 80.18%],6,2,15,02-16-2021
2,AL- DOTHAN,80.0,0,0,1,80.0,80.08,0 [0 - 1],80.0% [80.0% - 80.08%],0,0,1,02-16-2021
5,AL- HUNTSVILLE,80.11,14,12,15,80.0,80.16,14 [12 - 15],80.11% [80.0% - 80.16%],2,0,3,02-16-2021
6,AL- MOBILE,80.07,14,13,18,80.04,80.21,14 [13 - 18],80.07% [80.04% - 80.21%],2,1,6,02-16-2021
7,AL- MONTGOMERY,80.06,7,6,9,80.0,80.19,7 [6 - 9],80.06% [80.0% - 80.19%],1,0,3,02-16-2021
9,AL- TUSCALOOSA,80.1,7,6,8,80.0,80.2,7 [6 - 8],80.1% [80.0% - 80.2%],1,0,2,02-16-2021
11,AZ- MESA,80.1,13,11,15,80.05,80.2,13 [11 - 15],80.1% [80.05% - 80.2%],2,1,4,02-16-2021
12,AZ- PHOENIX,80.05,24,21,28,80.03,80.11,24 [21 - 28],80.05% [80.03% - 80.11%],4,2,8,02-16-2021
14,AZ- SUN CITY,80.0,0,0,1,80.0,80.12,0 [0 - 1],80.0% [80.0% - 80.12%],0,0,1,02-16-2021
15,AZ- TUCSON,80.04,7,6,7,80.0,80.04,7 [6 - 7],80.04% [80.0% - 80.04%],1,0,1,02-16-2021
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.16,0 [0 - 2],80.0% [80.0% - 80.16%],0,0,2,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.05,20,18,25,80.02,80.14,20 [18 - 25],80.05% [80.02% - 80.14%],3,1,8,02-16-2021
21,AR- SPRINGDALE,80.09,7,6,7,80.0,80.09,7 [6 - 7],80.09% [80.0% - 80.09%],1,0,1,02-16-2021
22,AR- TEXARKANA,80.31,20,18,22,80.1,80.41,20 [18 - 22],80.31% [80.1% - 80.41%],3,1,4,02-16-2021
23,CA- ORANGE CO.,80.05,23,21,26,80.03,80.08,23 [21 - 26],80.05% [80.03% - 80.08%],4,2,6,02-16-2021
25,CA- BAKERSFIELD,80.08,21,19,25,80.06,80.19,21 [19 - 25],80.08% [80.06% - 80.19%],3,2,7,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
33,CA- CONTRA COSTA CO.,80.05,6,5,7,80.0,80.1,6 [5 - 7],80.05% [80.0% - 80.1%],1,0,2,02-16-2021
43,CA- FRESNO,80.04,3,2,4,80.0,80.04,3 [2 - 4],80.04% [80.0% - 80.04%],1,0,1,02-16-2021
56,CA- LOS ANGELES,80.02,23,20,27,80.0,80.03,23 [20 - 27],80.02% [80.0% - 80.03%],4,1,8,02-16-2021
58,CA- MODESTO,80.12,12,11,14,80.06,80.23,12 [11 - 14],80.12% [80.06% - 80.23%],2,1,4,02-16-2021
62,CA- NAPA,80.0,0,0,1,80.0,80.17,0 [0 - 1],80.0% [80.0% - 80.17%],0,0,1,02-16-2021
65,CA- ALAMEDA CO.,80.03,7,6,8,80.03,80.06,7 [6 - 8],80.03% [80.03% - 80.06%],1,1,2,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
73,CA- REDDING,80.09,7,7,9,80.09,80.28,7 [7 - 9],80.09% [80.09% - 80.28%],1,1,3,02-16-2021
77,CA- SACRAMENTO,80.04,14,13,16,80.02,80.08,14 [13 - 16],80.04% [80.02% - 80.08%],2,1,4,02-16-2021
78,CA- SALINAS,80.13,7,6,7,80.13,80.13,7 [6 - 7],80.13% [80.13% - 80.13%],1,1,1,02-16-2021
79,CA- SAN BERNARDINO,80.02,7,6,8,80.0,80.03,7 [6 - 8],80.02% [80.0% - 80.03%],1,0,2,02-16-2021
80,CA- SAN DIEGO,80.06,22,19,25,80.01,80.09,22 [19 - 25],80.06% [80.01% - 80.09%],4,1,6,02-16-2021
81,CA- SAN FRANCISCO,80.02,7,7,10,80.02,80.08,7 [7 - 10],80.02% [80.02% - 80.08%],1,1,4,02-16-2021
82,CA- SAN JOSE,80.03,7,6,8,80.03,80.07,7 [6 - 8],80.03% [80.03% - 80.07%],1,1,2,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
85,CA- SAN MATEO CO.,80.04,7,6,7,80.0,80.04,7 [6 - 7],80.04% [80.0% - 80.04%],1,0,1,02-16-2021
86,CA- SANTA BARBARA,80.1,7,6,7,80.0,80.1,7 [6 - 7],80.1% [80.0% - 80.1%],1,0,1,02-16-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
91,CA- STOCKTON,80.09,1,0,2,80.0,80.09,1 [0 - 2],80.09% [80.0% - 80.09%],1,0,1,02-16-2021
96,CA- VENTURA,80.06,7,6,7,80.06,80.06,7 [6 - 7],80.06% [80.06% - 80.06%],1,1,1,02-16-2021
101,CO- BOULDER,80.84,22,20,26,80.42,81.47,22 [20 - 26],80.84% [80.42% - 81.47%],4,2,7,02-16-2021
102,CO- COLORADO SPRINGS,80.68,49,44,59,80.29,81.64,49 [44 - 59],80.68% [80.29% - 81.64%],7,3,17,02-16-2021
103,CO- DENVER,80.31,96,88,111,80.15,80.63,96 [88 - 111],80.31% [80.15% - 80.63%],15,7,30,02-16-2021
104,CO- FORT COLLINS,80.16,7,6,8,80.0,80.31,7 [6 - 8],80.16% [80.0% - 80.31%],1,0,2,02-16-2021
