region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.87,98,90,105,80.88,82.59,98 [90 - 105],81.87% [80.88% - 82.59%],158,74,219,06-08-2021,projected
2,AL- DOTHAN,80.0,0,0,1,80.0,80.38,0 [0 - 1],80.0% [80.0% - 80.38%],0,0,5,06-08-2021,projected
5,AL- HUNTSVILLE,82.45,31,28,35,81.28,84.31,31 [28 - 35],82.45% [81.28% - 84.31%],46,24,81,06-08-2021,projected
6,AL- MOBILE,83.15,56,51,58,81.26,83.78,56 [51 - 58],83.15% [81.26% - 83.78%],90,36,108,06-08-2021,projected
7,AL- MONTGOMERY,81.42,14,14,17,81.16,82.85,14 [14 - 17],81.42% [81.16% - 82.85%],22,18,44,06-08-2021,projected
9,AL- TUSCALOOSA,81.1,7,6,7,80.0,81.1,7 [6 - 7],81.1% [80.0% - 81.1%],11,0,11,06-08-2021,projected
11,AZ- MESA,87.73,84,80,93,85.76,92.68,84 [80 - 93],87.73% [85.76% - 92.68%],153,114,251,06-08-2021,projected
12,AZ- PHOENIX,84.29,187,176,207,83.1,87.27,187 [176 - 207],84.29% [83.1% - 87.27%],325,235,551,06-08-2021,projected
14,AZ- SUN CITY,83.09,14,13,15,82.35,85.06,14 [13 - 15],83.09% [82.35% - 85.06%],25,19,41,06-08-2021,projected
15,AZ- TUCSON,84.87,66,62,78,83.17,90.82,66 [62 - 78],84.87% [83.17% - 90.82%],123,80,273,06-08-2021,projected
16,AR- FORT SMITH,86.01,55,46,66,82.34,93.04,55 [46 - 66],86.01% [82.34% - 93.04%],77,30,167,06-08-2021,projected
18,AR- JONESBORO,83.32,14,12,15,80.0,84.2,14 [12 - 15],83.32% [80.0% - 84.2%],30,0,38,06-08-2021,projected
19,AR- LITTLE ROCK,86.79,251,234,290,84.24,91.95,251 [234 - 290],86.79% [84.24% - 91.95%],392,245,690,06-08-2021,projected
21,AR- SPRINGDALE,85.68,35,33,48,82.84,88.99,35 [33 - 48],85.68% [82.84% - 88.99%],60,30,95,06-08-2021,projected
22,AR- TEXARKANA,83.16,20,18,25,82.14,88.16,20 [18 - 25],83.16% [82.14% - 88.16%],31,21,80,06-08-2021,projected
23,CA- ORANGE CO.,80.88,35,32,40,80.26,81.53,35 [32 - 40],80.88% [80.26% - 81.53%],67,20,117,06-08-2021,projected
25,CA- BAKERSFIELD,80.5,7,6,9,80.0,81.05,7 [6 - 9],80.5% [80.0% - 81.05%],18,0,38,06-08-2021,projected
31,CA- CHICO,82.81,14,14,17,82.81,87.19,14 [14 - 17],82.81% [82.81% - 87.19%],18,18,46,06-08-2021,projected
33,CA- CONTRA COSTA CO.,82.9,21,20,24,81.85,83.94,21 [20 - 24],82.9% [81.85% - 83.94%],58,37,79,06-08-2021,projected
43,CA- FRESNO,80.83,10,8,12,80.0,81.53,10 [8 - 12],80.83% [80.0% - 81.53%],19,0,35,06-08-2021,projected
56,CA- LOS ANGELES,80.56,39,33,51,80.12,81.25,39 [33 - 51],80.56% [80.12% - 81.25%],139,29,309,06-08-2021,projected
58,CA- MODESTO,81.11,0,0,2,80.06,81.22,0 [0 - 2],81.11% [80.06% - 81.22%],19,1,21,06-08-2021,projected
62,CA- NAPA,83.26,14,12,15,81.37,83.44,14 [12 - 15],83.26% [81.37% - 83.44%],19,8,20,06-08-2021,projected
65,CA- ALAMEDA CO.,81.39,20,19,23,80.68,82.16,20 [19 - 23],81.39% [80.68% - 82.16%],47,23,73,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.28,0,0,0,80.0,80.57,0 [0 - 0],80.28% [80.0% - 80.57%],3,0,6,06-08-2021,projected
73,CA- REDDING,81.76,14,14,19,81.76,84.62,14 [14 - 19],81.76% [81.76% - 84.62%],19,19,50,06-08-2021,projected
77,CA- SACRAMENTO,83.28,94,83,108,81.36,85.66,94 [83 - 108],83.28% [81.36% - 85.66%],157,65,271,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.48,1,0,4,80.0,81.09,1 [0 - 4],80.48% [80.0% - 81.09%],28,0,63,06-08-2021,projected
80,CA- SAN DIEGO,80.63,18,16,21,80.34,80.94,18 [16 - 21],80.63% [80.34% - 80.94%],44,24,66,06-08-2021,projected
81,CA- SAN FRANCISCO,80.77,21,19,22,80.26,80.95,21 [19 - 22],80.77% [80.26% - 80.95%],39,13,48,06-08-2021,projected
82,CA- SAN JOSE,80.59,14,12,15,80.17,81.19,14 [12 - 15],80.59% [80.17% - 81.19%],18,5,36,06-08-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,82.85,0 [0 - 0],80.0% [80.0% - 82.85%],0,0,13,06-08-2021,projected
85,CA- SAN MATEO CO.,80.78,12,10,14,80.48,80.89,12 [10 - 14],80.78% [80.48% - 80.89%],21,13,24,06-08-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.1,0 [0 - 0],80.0% [80.0% - 80.1%],0,0,1,06-08-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
89,CA- SANTA ROSA,82.1,21,20,25,82.1,83.17,21 [20 - 25],82.1% [82.1% - 83.17%],39,39,59,06-08-2021,projected
91,CA- STOCKTON,82.35,7,6,9,81.51,83.01,7 [6 - 9],82.35% [81.51% - 83.01%],25,16,32,06-08-2021,projected
96,CA- VENTURA,80.32,0,0,2,80.0,81.34,0 [0 - 2],80.32% [80.0% - 81.34%],5,0,21,06-08-2021,projected
101,CO- BOULDER,82.32,7,7,8,82.11,84.0,7 [7 - 8],82.32% [82.11% - 84.0%],11,10,19,06-08-2021,projected
102,CO- COLORADO SPRINGS,93.24,70,66,84,89.86,99.42,70 [66 - 84],93.24% [89.86% - 99.42%],137,102,201,06-08-2021,projected
103,CO- DENVER,84.27,118,109,144,82.91,87.58,118 [109 - 144],84.27% [82.91% - 87.58%],204,139,362,06-08-2021,projected
104,CO- FORT COLLINS,88.61,35,33,44,86.42,100.34,35 [33 - 44],88.61% [86.42% - 100.34%],55,41,130,06-08-2021,projected
105,CO- GRAND JUNCTION,89.47,42,40,45,88.21,92.37,42 [40 - 45],89.47% [88.21% - 92.37%],75,65,98,06-08-2021,projected
106,CO- GREELEY,83.73,14,13,16,82.7,85.15,14 [13 - 16],83.73% [82.7% - 85.15%],29,21,40,06-08-2021,projected
107,CO- PUEBLO,81.75,7,7,10,81.13,83.88,7 [7 - 10],81.75% [81.13% - 83.88%],14,9,31,06-08-2021,projected
109,CT- BRIDGEPORT,80.59,7,6,7,80.41,80.65,7 [6 - 7],80.59% [80.41% - 80.65%],10,7,11,06-08-2021,projected
110,CT- HARTFORD,80.64,7,7,9,80.46,81.29,7 [7 - 9],80.64% [80.46% - 81.29%],21,15,42,06-08-2021,projected
111,CT- NEW HAVEN,80.47,7,6,7,80.36,80.73,7 [6 - 7],80.47% [80.36% - 80.73%],18,14,28,06-08-2021,projected
112,DE- WILMINGTON,80.54,7,6,7,80.27,81.18,7 [6 - 7],80.54% [80.27% - 81.18%],10,5,22,06-08-2021,projected
113,DC- WASHINGTON,81.49,42,37,51,81.18,83.3,42 [37 - 51],81.49% [81.18% - 83.3%],82,65,181,06-08-2021,projected
115,FL- BRADENTON,83.39,7,7,8,82.26,83.81,7 [7 - 8],83.39% [82.26% - 83.81%],24,16,27,06-08-2021,projected
116,FL- CLEARWATER,81.47,7,7,9,80.92,82.02,7 [7 - 9],81.47% [80.92% - 82.02%],24,15,33,06-08-2021,projected
118,FL- FORT LAUDERDALE,81.76,70,64,77,81.34,82.32,70 [64 - 77],81.76% [81.34% - 82.32%],153,117,202,06-08-2021,projected
