region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,83.47,181,163,241,81.28,90.37,181 [163 - 241],83.47% [81.28% - 90.37%],293,108,876,06-08-2021,projected
2,AL- DOTHAN,81.13,7,6,18,80.0,88.81,7 [6 - 18],81.13% [80.0% - 88.81%],15,0,117,06-08-2021,projected
5,AL- HUNTSVILLE,87.77,90,81,197,83.72,138.94,90 [81 - 197],87.77% [83.72% - 138.94%],146,70,1108,06-08-2021,projected
6,AL- MOBILE,84.45,78,70,98,81.82,91.66,78 [70 - 98],84.45% [81.82% - 91.66%],127,52,333,06-08-2021,projected
7,AL- MONTGOMERY,82.85,28,26,40,81.42,89.31,28 [26 - 40],82.85% [81.42% - 89.31%],44,22,144,06-08-2021,projected
9,AL- TUSCALOOSA,81.1,5,4,7,80.0,81.6,5 [4 - 7],81.1% [80.0% - 81.6%],11,0,16,06-08-2021,projected
11,AZ- MESA,86.72,72,65,82,83.08,91.72,72 [65 - 82],86.72% [83.08% - 91.72%],133,61,232,06-08-2021,projected
12,AZ- PHOENIX,84.5,199,180,232,81.82,89.15,199 [180 - 232],84.5% [81.82% - 89.15%],341,138,693,06-08-2021,projected
14,AZ- SUN CITY,82.59,14,13,15,81.23,84.69,14 [13 - 15],82.59% [81.23% - 84.69%],21,10,38,06-08-2021,projected
15,AZ- TUCSON,85.74,82,74,97,82.22,91.49,82 [74 - 97],85.74% [82.22% - 91.49%],145,56,290,06-08-2021,projected
16,AR- FORT SMITH,195.3,1000,842,1564,90.77,611.07,1000 [842 - 1564],195.3% [90.77% - 611.07%],1477,138,6803,06-08-2021,projected
18,AR- JONESBORO,90.4,60,52,82,81.88,110.42,60 [52 - 82],90.4% [81.88% - 110.42%],94,17,275,06-08-2021,projected
19,AR- LITTLE ROCK,121.96,1550,1389,1986,95.12,204.5,1550 [1389 - 1986],121.96% [95.12% - 204.5%],2422,873,7186,06-08-2021,projected
21,AR- SPRINGDALE,125.6,307,262,488,84.82,311.88,307 [262 - 488],125.6% [84.82% - 311.88%],482,51,2451,06-08-2021,projected
22,AR- TEXARKANA,127.14,283,243,387,83.88,253.27,283 [243 - 387],127.14% [83.88% - 253.27%],462,38,1698,06-08-2021,projected
23,CA- ORANGE CO.,80.34,14,12,23,80.0,81.78,14 [12 - 23],80.34% [80.0% - 81.78%],26,0,136,06-08-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,1,80.0,80.5,0 [0 - 1],80.0% [80.0% - 80.5%],0,0,18,06-08-2021,projected
31,CA- CHICO,85.94,21,18,35,80.0,99.53,21 [18 - 35],85.94% [80.0% - 99.53%],38,0,125,06-08-2021,projected
33,CA- CONTRA COSTA CO.,81.35,14,12,16,80.0,83.0,14 [12 - 16],81.35% [80.0% - 83.0%],27,0,60,06-08-2021,projected
43,CA- FRESNO,80.13,0,0,2,80.0,80.92,0 [0 - 2],80.13% [80.0% - 80.92%],3,0,21,06-08-2021,projected
56,CA- LOS ANGELES,80.03,0,0,3,80.0,80.24,0 [0 - 3],80.03% [80.0% - 80.24%],8,0,60,06-08-2021,projected
58,CA- MODESTO,81.22,16,12,25,80.0,85.93,16 [12 - 25],81.22% [80.0% - 85.93%],21,0,102,06-08-2021,projected
62,CA- NAPA,88.42,33,28,41,80.17,101.82,33 [28 - 41],88.42% [80.17% - 101.82%],49,1,127,06-08-2021,projected
65,CA- ALAMEDA CO.,80.53,0,0,2,80.0,81.09,0 [0 - 2],80.53% [80.0% - 81.09%],18,0,37,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
73,CA- REDDING,90.35,53,47,93,81.76,136.75,53 [47 - 93],90.35% [81.76% - 136.75%],112,19,614,06-08-2021,projected
77,CA- SACRAMENTO,86.08,181,152,262,80.04,103.14,181 [152 - 262],86.08% [80.04% - 103.14%],291,2,1107,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,0,80.0,80.1,0 [0 - 0],80.0% [80.0% - 80.1%],0,0,6,06-08-2021,projected
