region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.73,40,36,49,80.22,81.59,40 [36 - 49],80.73% [80.22% - 81.59%],62,19,134,02-16-2021
2,AL- DOTHAN,80.45,0,0,1,80.0,80.6,0 [0 - 1],80.45% [80.0% - 80.6%],6,0,8,02-16-2021
5,AL- HUNTSVILLE,81.12,14,12,15,80.37,81.7,14 [12 - 15],81.12% [80.37% - 81.7%],21,7,32,02-16-2021
6,AL- MOBILE,80.95,14,13,18,80.42,81.93,14 [13 - 18],80.95% [80.42% - 81.93%],27,12,55,02-16-2021
7,AL- MONTGOMERY,80.78,7,6,9,80.19,82.2,7 [6 - 9],80.78% [80.19% - 82.2%],12,3,34,02-16-2021
9,AL- TUSCALOOSA,80.7,7,6,8,80.7,82.0,7 [6 - 8],80.7% [80.7% - 82.0%],7,7,20,02-16-2021
11,AZ- MESA,81.06,13,11,15,80.45,81.82,13 [11 - 15],81.06% [80.45% - 81.82%],21,9,36,02-16-2021
12,AZ- PHOENIX,80.57,24,21,28,80.22,81.07,24 [21 - 28],80.57% [80.22% - 81.07%],43,17,81,02-16-2021
14,AZ- SUN CITY,80.49,0,0,1,80.25,80.74,0 [0 - 1],80.49% [80.25% - 80.74%],4,2,6,02-16-2021
15,AZ- TUCSON,80.32,7,6,7,80.12,80.55,7 [6 - 7],80.32% [80.12% - 80.55%],8,3,14,02-16-2021
16,AR- FORT SMITH,80.31,0,0,2,80.0,81.33,0 [0 - 2],80.31% [80.0% - 81.33%],4,0,17,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.49,20,18,25,80.12,81.25,20 [18 - 25],80.49% [80.12% - 81.25%],28,7,72,02-16-2021
21,AR- SPRINGDALE,80.95,7,6,7,80.09,81.32,7 [6 - 7],80.95% [80.09% - 81.32%],10,1,14,02-16-2021
22,AR- TEXARKANA,82.45,20,18,22,80.61,83.98,20 [18 - 22],82.45% [80.61% - 83.98%],24,6,39,02-16-2021
23,CA- ORANGE CO.,80.48,23,21,26,80.26,80.84,23 [21 - 26],80.48% [80.26% - 80.84%],37,20,64,02-16-2021
25,CA- BAKERSFIELD,81.05,21,19,25,80.5,81.74,21 [19 - 25],81.05% [80.5% - 81.74%],38,18,63,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.31,0 [0 - 0],80.0% [80.0% - 80.31%],0,0,2,02-16-2021
33,CA- CONTRA COSTA CO.,80.45,6,5,7,80.2,80.85,6 [5 - 7],80.45% [80.2% - 80.85%],9,4,17,02-16-2021
43,CA- FRESNO,80.22,3,2,4,80.0,80.53,3 [2 - 4],80.22% [80.0% - 80.53%],5,0,12,02-16-2021
56,CA- LOS ANGELES,80.17,23,20,27,80.07,80.31,23 [20 - 27],80.17% [80.07% - 80.31%],43,18,77,02-16-2021
58,CA- MODESTO,80.99,12,11,14,80.47,81.98,12 [11 - 14],80.99% [80.47% - 81.98%],17,8,34,02-16-2021
62,CA- NAPA,80.69,0,0,1,80.0,81.72,0 [0 - 1],80.69% [80.0% - 81.72%],4,0,10,02-16-2021
65,CA- ALAMEDA CO.,80.33,7,6,8,80.15,80.56,7 [6 - 8],80.33% [80.15% - 80.56%],11,5,19,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.19,0 [0 - 0],80.09% [80.0% - 80.19%],1,0,2,02-16-2021
73,CA- REDDING,80.92,7,7,9,80.46,82.03,7 [7 - 9],80.92% [80.46% - 82.03%],10,5,22,02-16-2021
77,CA- SACRAMENTO,80.44,14,13,16,80.23,80.92,14 [13 - 16],80.44% [80.23% - 80.92%],21,11,44,02-16-2021
78,CA- SALINAS,80.88,7,6,7,80.63,81.51,7 [6 - 7],80.88% [80.63% - 81.51%],7,5,12,02-16-2021
79,CA- SAN BERNARDINO,80.19,7,6,8,80.1,80.35,7 [6 - 8],80.19% [80.1% - 80.35%],11,6,20,02-16-2021
80,CA- SAN DIEGO,80.5,22,19,25,80.24,80.87,22 [19 - 25],80.5% [80.24% - 80.87%],35,17,61,02-16-2021
81,CA- SAN FRANCISCO,80.41,7,7,10,80.16,80.65,7 [7 - 10],80.41% [80.16% - 80.65%],21,8,33,02-16-2021
82,CA- SAN JOSE,80.3,7,6,8,80.17,80.53,7 [6 - 8],80.3% [80.17% - 80.53%],9,5,16,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
85,CA- SAN MATEO CO.,80.22,7,6,7,80.07,80.37,7 [6 - 7],80.22% [80.07% - 80.37%],6,2,10,02-16-2021
86,CA- SANTA BARBARA,80.52,7,6,7,80.21,80.93,7 [6 - 7],80.52% [80.21% - 80.93%],5,2,9,02-16-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.84,0 [0 - 0],80.0% [80.0% - 80.84%],0,0,3,02-16-2021
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.21,0 [0 - 0],80.0% [80.0% - 80.21%],0,0,4,02-16-2021
91,CA- STOCKTON,80.38,1,0,2,80.0,80.47,1 [0 - 2],80.38% [80.0% - 80.47%],4,0,5,02-16-2021
96,CA- VENTURA,80.57,7,6,7,80.32,80.95,7 [6 - 7],80.57% [80.32% - 80.95%],9,5,15,02-16-2021
101,CO- BOULDER,86.11,22,20,26,82.95,92.0,22 [20 - 26],86.11% [82.95% - 92.0%],29,14,57,02-16-2021
102,CO- COLORADO SPRINGS,85.89,49,44,59,82.51,93.82,49 [44 - 59],85.89% [82.51% - 93.82%],61,26,143,02-16-2021
103,CO- DENVER,82.68,96,88,111,81.24,85.13,96 [88 - 111],82.68% [81.24% - 85.13%],128,59,245,02-16-2021
104,CO- FORT COLLINS,81.25,7,6,8,80.47,82.19,7 [6 - 8],81.25% [80.47% - 82.19%],8,3,14,02-16-2021
105,CO- GRAND JUNCTION,82.02,14,13,18,80.63,85.81,14 [13 - 18],82.02% [80.63% - 85.81%],16,5,46,02-16-2021
106,CO- GREELEY,81.42,7,7,8,80.64,82.19,7 [7 - 8],81.42% [80.64% - 82.19%],11,5,17,02-16-2021
107,CO- PUEBLO,105.06,170,152,210,87.27,148.42,170 [152 - 210],105.06% [87.27% - 148.42%],200,58,546,02-16-2021
109,CT- BRIDGEPORT,81.0,9,7,11,80.47,81.77,9 [7 - 11],81.0% [80.47% - 81.77%],17,8,30,02-16-2021
110,CT- HARTFORD,80.86,17,15,19,80.25,81.44,17 [15 - 19],80.86% [80.25% - 81.44%],28,8,47,02-16-2021
111,CT- NEW HAVEN,81.04,27,24,30,80.42,81.71,27 [24 - 30],81.04% [80.42% - 81.71%],40,16,66,02-16-2021
112,DE- WILMINGTON,81.93,24,21,28,81.13,83.49,24 [21 - 28],81.93% [81.13% - 83.49%],36,21,65,02-16-2021
113,DC- WASHINGTON,81.57,57,51,65,80.62,82.68,57 [51 - 65],81.57% [80.62% - 82.68%],86,34,147,02-16-2021
115,FL- BRADENTON,84.65,27,24,31,82.4,88.89,27 [24 - 31],84.65% [82.4% - 88.89%],33,17,63,02-16-2021
116,FL- CLEARWATER,81.22,14,13,16,80.55,82.14,14 [13 - 16],81.22% [80.55% - 82.14%],20,9,35,02-16-2021
118,FL- FORT LAUDERDALE,83.07,197,179,223,81.43,85.41,197 [179 - 223],83.07% [81.43% - 85.41%],267,124,471,02-16-2021
119,FL- FORT MYERS,81.07,29,26,36,80.58,82.46,29 [26 - 36],81.07% [80.58% - 82.46%],41,22,94,02-16-2021
120,FL- GAINESVILLE,80.71,9,7,12,80.0,81.74,9 [7 - 12],80.71% [80.0% - 81.74%],13,0,32,02-16-2021
122,FL- HUDSON,81.92,20,18,22,80.96,83.51,20 [18 - 22],81.92% [80.96% - 83.51%],24,12,44,02-16-2021
123,FL- JACKSONVILLE,81.38,49,44,57,80.57,82.83,49 [44 - 57],81.38% [80.57% - 82.83%],68,28,139,02-16-2021
124,FL- LAKELAND,83.93,29,26,34,81.87,87.02,29 [26 - 34],83.93% [81.87% - 87.02%],42,20,75,02-16-2021
127,FL- MIAMI,83.48,267,243,301,81.6,86.07,267 [243 - 301],83.48% [81.6% - 86.07%],375,172,654,02-16-2021
129,FL- OCALA,82.85,28,24,32,81.39,85.04,28 [24 - 32],82.85% [81.39% - 85.04%],39,19,69,02-16-2021
130,FL- ORLANDO,82.09,151,138,172,80.97,83.71,151 [138 - 172],82.09% [80.97% - 83.71%],217,100,384,02-16-2021
131,FL- ORMOND BEACH,80.97,10,9,12,80.48,81.69,10 [9 - 12],80.97% [80.48% - 81.69%],16,8,28,02-16-2021
133,FL- PANAMA CITY,80.0,0,0,1,80.0,81.05,0 [0 - 1],80.0% [80.0% - 81.05%],0,0,7,02-16-2021
134,FL- PENSACOLA,80.85,14,12,15,80.0,81.45,14 [12 - 15],80.85% [80.0% - 81.45%],20,0,34,02-16-2021
137,FL- SARASOTA,81.18,14,12,15,80.42,81.8,14 [12 - 15],81.18% [80.42% - 81.8%],17,6,26,02-16-2021
139,FL- ST PETERSBURG,81.0,11,10,13,80.44,81.81,11 [10 - 13],81.0% [80.44% - 81.81%],16,7,29,02-16-2021
140,FL- TALLAHASSEE,80.44,7,6,10,80.26,81.08,7 [6 - 10],80.44% [80.26% - 81.08%],12,7,29,02-16-2021
141,FL- TAMPA,81.85,55,50,63,80.89,83.4,55 [50 - 63],81.85% [80.89% - 83.4%],79,38,145,02-16-2021
142,GA- ALBANY,80.0,0,0,0,80.0,80.47,0 [0 - 0],80.0% [80.0% - 80.47%],0,0,5,02-16-2021
