date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.37,153,139,186,80.21,80.82,153 [139 - 186],80.37% [80.21% - 80.82%],66,38,146,projected
06-26-2021,80.34,133,120,174,80.18,80.85,133 [120 - 174],80.34% [80.18% - 80.85%],61,33,152,projected
07-03-2021,80.37,141,124,195,80.12,81.06,141 [124 - 195],80.37% [80.12% - 81.06%],66,22,189,projected
07-10-2021,80.31,119,105,182,80.08,81.14,119 [105 - 182],80.31% [80.08% - 81.14%],55,15,204,projected
07-17-2021,80.35,134,118,201,80.11,81.39,134 [118 - 201],80.35% [80.11% - 81.39%],63,19,249,projected
07-24-2021,80.36,147,131,215,80.11,81.4,147 [131 - 215],80.36% [80.11% - 81.4%],65,19,251,projected
07-31-2021,80.38,150,134,224,80.11,81.5,150 [134 - 224],80.38% [80.11% - 81.5%],68,19,268,projected
