region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,126.9,2893,2709,3145,110.75,150.03,2893 [2709 - 3145],126.9% [110.75% - 150.03%],3961,2597,5914,05-18-2021,projected
2,AL- DOTHAN,87.68,76,72,83,85.05,90.77,76 [72 - 83],87.68% [85.05% - 90.77%],102,67,143,05-18-2021,projected
5,AL- HUNTSVILLE,87.29,104,96,114,84.73,91.7,104 [96 - 114],87.29% [84.73% - 91.7%],137,89,220,05-18-2021,projected
6,AL- MOBILE,83.64,74,69,79,82.17,85.08,74 [69 - 79],83.64% [82.17% - 85.08%],104,62,145,05-18-2021,projected
7,AL- MONTGOMERY,88.34,95,87,122,85.37,99.6,95 [87 - 122],88.34% [85.37% - 99.6%],129,83,303,05-18-2021,projected
9,AL- TUSCALOOSA,83.01,21,20,24,82.3,84.11,21 [20 - 24],83.01% [82.3% - 84.11%],30,23,41,05-18-2021,projected
11,AZ- MESA,88.99,119,112,134,86.57,95.3,119 [112 - 134],88.99% [86.57% - 95.3%],178,130,303,05-18-2021,projected
12,AZ- PHOENIX,85.14,261,246,295,83.76,88.75,261 [246 - 295],85.14% [83.76% - 88.75%],389,285,663,05-18-2021,projected
14,AZ- SUN CITY,83.7,21,20,23,82.72,86.3,21 [20 - 23],83.7% [82.72% - 86.3%],30,22,51,05-18-2021,projected
15,AZ- TUCSON,82.58,38,36,44,81.9,84.4,38 [36 - 44],82.58% [81.9% - 84.4%],65,48,111,05-18-2021,projected
16,AR- FORT SMITH,80.0,0,0,2,80.0,81.56,0 [0 - 2],80.0% [80.0% - 81.56%],0,0,20,05-18-2021,projected
18,AR- JONESBORO,82.21,14,14,14,82.21,82.21,14 [14 - 14],82.21% [82.21% - 82.21%],20,20,20,05-18-2021,projected
19,AR- LITTLE ROCK,83.59,144,136,160,82.75,85.16,144 [136 - 160],83.59% [82.75% - 85.16%],207,159,298,05-18-2021,projected
21,AR- SPRINGDALE,89.46,62,58,68,87.76,91.83,62 [58 - 68],89.46% [87.76% - 91.83%],100,82,125,05-18-2021,projected
22,AR- TEXARKANA,83.98,30,28,35,82.96,87.24,30 [28 - 35],83.98% [82.96% - 87.24%],39,29,71,05-18-2021,projected
23,CA- ORANGE CO.,80.37,14,12,17,80.2,80.76,14 [12 - 17],80.37% [80.2% - 80.76%],28,15,58,05-18-2021,projected
25,CA- BAKERSFIELD,81.91,45,40,49,80.91,82.77,45 [40 - 49],81.91% [80.91% - 82.77%],69,33,100,05-18-2021,projected
31,CA- CHICO,83.59,14,13,14,82.81,83.59,14 [13 - 14],83.59% [82.81% - 83.59%],23,18,23,05-18-2021,projected
33,CA- CONTRA COSTA CO.,83.0,30,28,33,82.05,83.94,30 [28 - 33],83.0% [82.05% - 83.94%],60,41,79,05-18-2021,projected
43,CA- FRESNO,81.23,14,12,16,80.61,81.88,14 [12 - 16],81.23% [80.61% - 81.88%],28,14,43,05-18-2021,projected
56,CA- LOS ANGELES,80.29,32,28,38,80.13,80.56,32 [28 - 38],80.29% [80.13% - 80.56%],72,32,140,05-18-2021,projected
58,CA- MODESTO,82.27,12,9,15,80.87,83.08,12 [9 - 15],82.27% [80.87% - 83.08%],39,15,53,05-18-2021,projected
62,CA- NAPA,82.23,7,7,7,82.06,82.23,7 [7 - 7],82.23% [82.06% - 82.23%],13,12,13,05-18-2021,projected
65,CA- ALAMEDA CO.,82.16,38,35,41,81.69,82.72,38 [35 - 41],82.16% [81.69% - 82.72%],73,57,92,05-18-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.57,0,0,1,80.19,80.95,0 [0 - 1],80.57% [80.19% - 80.95%],6,2,10,05-18-2021,projected
73,CA- REDDING,85.73,35,34,38,84.07,86.84,35 [34 - 38],85.73% [84.07% - 86.84%],62,44,74,05-18-2021,projected
77,CA- SACRAMENTO,83.41,77,73,82,82.68,84.16,77 [73 - 82],83.41% [82.68% - 84.16%],163,128,199,05-18-2021,projected
78,CA- SALINAS,81.51,7,6,7,80.25,81.51,7 [6 - 7],81.51% [80.25% - 81.51%],12,2,12,05-18-2021,projected
79,CA- SAN BERNARDINO,80.76,16,14,21,80.26,81.38,16 [14 - 21],80.76% [80.26% - 81.38%],44,15,80,05-18-2021,projected
80,CA- SAN DIEGO,82.02,72,67,78,81.44,82.69,72 [67 - 78],82.02% [81.44% - 82.69%],142,101,189,05-18-2021,projected
81,CA- SAN FRANCISCO,81.04,21,19,24,80.55,81.3,21 [19 - 24],81.04% [80.55% - 81.3%],53,28,66,05-18-2021,projected
82,CA- SAN JOSE,81.06,14,13,15,80.79,81.59,14 [13 - 15],81.06% [80.79% - 81.59%],32,24,48,05-18-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.44,0 [0 - 0],80.0% [80.0% - 80.44%],0,0,2,05-18-2021,projected
85,CA- SAN MATEO CO.,80.82,7,7,9,80.63,81.22,7 [7 - 9],80.82% [80.63% - 81.22%],22,17,33,05-18-2021,projected
86,CA- SANTA BARBARA,80.83,0,0,1,80.21,81.24,0 [0 - 1],80.83% [80.21% - 81.24%],8,2,12,05-18-2021,projected
87,CA- SANTA CRUZ,81.39,0,0,0,81.39,81.39,0 [0 - 0],81.39% [81.39% - 81.39%],5,5,5,05-18-2021,projected
89,CA- SANTA ROSA,80.7,7,6,8,80.27,81.34,7 [6 - 8],80.7% [80.27% - 81.34%],13,5,25,05-18-2021,projected
91,CA- STOCKTON,81.98,7,6,8,81.13,82.63,7 [6 - 8],81.98% [81.13% - 82.63%],21,12,28,05-18-2021,projected
96,CA- VENTURA,80.89,7,6,8,80.7,81.59,7 [6 - 8],80.89% [80.7% - 81.59%],14,11,25,05-18-2021,projected
101,CO- BOULDER,83.37,7,7,8,82.53,84.21,7 [7 - 8],83.37% [82.53% - 84.21%],16,12,20,05-18-2021,projected
102,CO- COLORADO SPRINGS,99.03,127,120,134,94.69,103.86,127 [120 - 134],99.03% [94.69% - 103.86%],197,152,247,05-18-2021,projected
103,CO- DENVER,88.71,249,237,263,86.99,91.05,249 [237 - 263],88.71% [86.99% - 91.05%],416,334,528,05-18-2021,projected
104,CO- FORT COLLINS,87.67,28,27,31,86.26,90.64,28 [27 - 31],87.67% [86.26% - 90.64%],49,40,68,05-18-2021,projected
105,CO- GRAND JUNCTION,86.31,35,33,37,84.67,87.83,35 [33 - 37],86.31% [84.67% - 87.83%],50,37,62,05-18-2021,projected
106,CO- GREELEY,85.66,26,24,27,84.12,86.95,26 [24 - 27],85.66% [84.12% - 86.95%],44,32,54,05-18-2021,projected
107,CO- PUEBLO,82.76,14,13,15,82.13,83.38,14 [13 - 15],82.76% [82.13% - 83.38%],22,17,27,05-18-2021,projected
109,CT- BRIDGEPORT,81.36,8,7,9,81.12,81.59,8 [7 - 9],81.36% [81.12% - 81.59%],23,19,27,05-18-2021,projected
110,CT- HARTFORD,82.55,32,30,35,81.9,83.35,32 [30 - 35],82.55% [81.9% - 83.35%],83,62,109,05-18-2021,projected
111,CT- NEW HAVEN,81.66,27,26,28,81.32,81.95,27 [26 - 28],81.66% [81.32% - 81.95%],64,51,75,05-18-2021,projected
