date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.49,153,139,186,80.3,81.1,153 [139 - 186],80.49% [80.3% - 81.1%],88,54,196,projected
06-26-2021,80.46,133,120,174,80.25,81.12,133 [120 - 174],80.46% [80.25% - 81.12%],82,44,201,projected
07-03-2021,80.47,141,124,195,80.15,81.44,141 [124 - 195],80.47% [80.15% - 81.44%],85,27,257,projected
07-10-2021,80.42,119,105,182,80.11,81.52,119 [105 - 182],80.42% [80.11% - 81.52%],75,19,272,projected
07-17-2021,80.46,134,118,201,80.13,81.84,134 [118 - 201],80.46% [80.13% - 81.84%],83,24,330,projected
07-24-2021,80.47,147,131,215,80.13,81.88,147 [131 - 215],80.47% [80.13% - 81.88%],85,24,337,projected
07-31-2021,80.5,150,134,224,80.13,82.0,150 [134 - 224],80.5% [80.13% - 82.0%],90,24,358,projected
