date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.99,207,190,288,80.59,83.01,207 [190 - 288],80.99% [80.59% - 83.01%],177,106,539,projected
06-26-2021,81.33,272,243,454,80.53,85.83,272 [243 - 454],81.33% [80.53% - 85.83%],238,95,1043,projected
07-03-2021,82.05,416,365,664,80.51,89.6,416 [365 - 664],82.05% [80.51% - 89.6%],367,91,1718,projected
07-10-2021,82.91,591,513,852,80.65,90.73,591 [513 - 852],82.91% [80.65% - 90.73%],520,117,1921,projected
07-17-2021,83.78,775,673,1073,80.82,92.87,775 [673 - 1073],83.78% [80.82% - 92.87%],677,146,2304,projected
07-24-2021,84.51,935,818,1278,80.96,95.47,935 [818 - 1278],84.51% [80.96% - 95.47%],808,171,2768,projected
07-31-2021,85.08,1049,919,1422,80.99,97.14,1049 [919 - 1422],85.08% [80.99% - 97.14%],910,178,3067,projected
