date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.66,209,192,291,80.39,81.85,209 [192 - 291],80.66% [80.39% - 81.85%],119,70,331,projected
06-26-2021,80.94,273,243,455,80.34,84.36,273 [243 - 455],80.94% [80.34% - 84.36%],168,61,781,projected
07-03-2021,81.45,420,367,672,80.34,86.72,420 [367 - 672],81.45% [80.34% - 86.72%],259,61,1202,projected
07-10-2021,82.11,606,524,870,80.47,87.48,606 [524 - 870],82.11% [80.47% - 87.48%],377,84,1339,projected
07-17-2021,82.71,812,711,1130,80.63,89.32,812 [711 - 1130],82.71% [80.63% - 89.32%],485,112,1668,projected
07-24-2021,83.4,1007,880,1387,80.7,91.52,1007 [880 - 1387],83.4% [80.7% - 91.52%],608,126,2062,projected
07-31-2021,83.89,1190,1034,1606,80.7,93.0,1190 [1034 - 1606],83.89% [80.7% - 93.0%],696,126,2327,projected
