date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,80.51,207,190,288,80.3,81.73,207 [190 - 288],80.51% [80.3% - 81.73%],91,54,310,projected
06-26-2021,80.71,272,243,454,80.27,83.39,272 [243 - 454],80.71% [80.27% - 83.39%],127,48,606,projected
07-03-2021,81.11,416,365,664,80.27,85.05,416 [365 - 664],81.11% [80.27% - 85.05%],198,48,903,projected
07-10-2021,81.56,591,513,852,80.35,85.5,591 [513 - 852],81.56% [80.35% - 85.5%],280,62,985,projected
07-17-2021,81.97,775,673,1073,80.44,86.77,775 [673 - 1073],81.97% [80.44% - 86.77%],353,78,1211,projected
07-24-2021,82.33,935,818,1278,80.49,87.97,935 [818 - 1278],82.33% [80.49% - 87.97%],417,88,1426,projected
07-31-2021,82.57,1049,919,1422,80.49,88.66,1049 [919 - 1422],82.57% [80.49% - 88.66%],460,88,1550,projected
