date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,81.97,207,190,288,81.2,84.25,207 [190 - 288],81.97% [81.2% - 84.25%],353,215,761,projected
06-26-2021,82.35,272,243,454,81.12,89.1,272 [243 - 454],82.35% [81.12% - 89.1%],420,200,1629,projected
07-03-2021,83.45,416,365,664,81.04,96.07,416 [365 - 664],83.45% [81.04% - 96.07%],618,187,2876,projected
07-10-2021,85.06,591,513,852,81.19,100.61,591 [513 - 852],85.06% [81.19% - 100.61%],905,213,3688,projected
07-17-2021,86.83,775,673,1073,81.48,103.81,775 [673 - 1073],86.83% [81.48% - 103.81%],1223,265,4262,projected
07-24-2021,88.41,935,818,1278,81.81,108.73,935 [818 - 1278],88.41% [81.81% - 108.73%],1506,324,5142,projected
07-31-2021,89.69,1049,919,1422,81.97,112.91,1049 [919 - 1422],89.69% [81.97% - 112.91%],1735,353,5890,projected
