date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-29-2021,82.4,,,,,,,,429,,,actual
06-05-2021,82.2,,,,,,,,393,,,actual
06-12-2021,81.87,,,,,,,,334,,,actual
06-19-2021,82.07,155,140,186,81.35,83.99,155 [140 - 186],82.07% [81.35% - 83.99%],371,241,714,projected
06-26-2021,81.73,134,121,175,80.97,83.9,134 [121 - 175],81.73% [80.97% - 83.9%],310,174,698,projected
07-03-2021,81.61,145,127,198,80.68,84.37,145 [127 - 198],81.61% [80.68% - 84.37%],289,121,782,projected
07-10-2021,81.56,120,106,182,80.54,84.77,120 [106 - 182],81.56% [80.54% - 84.77%],280,96,854,projected
07-17-2021,81.52,142,125,211,80.42,86.11,142 [125 - 211],81.52% [80.42% - 86.11%],272,76,1094,projected
07-24-2021,81.72,157,140,228,80.5,86.79,157 [140 - 228],81.72% [80.5% - 86.79%],307,89,1216,projected
07-31-2021,81.83,161,144,236,80.52,87.25,161 [144 - 236],81.83% [80.52% - 87.25%],327,93,1297,projected
