region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.21,86,78,127,80.5,84.03,86 [78 - 127],81.21% [80.5% - 84.03%],102,42,340,06-08-2021,projected
2,AL- DOTHAN,80.0,0,0,5,80.0,82.94,0 [0 - 5],80.0% [80.0% - 82.94%],0,0,39,06-08-2021,projected
5,AL- HUNTSVILLE,84.04,66,58,152,80.8,114.84,66 [58 - 152],84.04% [80.8% - 114.84%],76,15,655,06-08-2021,projected
6,AL- MOBILE,81.44,39,35,51,80.53,84.66,39 [35 - 51],81.44% [80.53% - 84.66%],41,15,133,06-08-2021,projected
7,AL- MONTGOMERY,81.36,21,20,29,80.97,85.43,21 [20 - 29],81.36% [80.97% - 85.43%],21,15,84,06-08-2021,projected
9,AL- TUSCALOOSA,80.0,0,0,1,80.0,80.7,0 [0 - 1],80.0% [80.0% - 80.7%],0,0,7,06-08-2021,projected
11,AZ- MESA,82.58,41,37,50,81.06,86.11,41 [37 - 50],82.58% [81.06% - 86.11%],51,21,121,06-08-2021,projected
12,AZ- PHOENIX,81.57,97,87,119,80.58,83.96,97 [87 - 119],81.57% [80.58% - 83.96%],119,44,300,06-08-2021,projected
14,AZ- SUN CITY,80.99,7,6,8,80.37,82.35,7 [6 - 8],80.99% [80.37% - 82.35%],8,3,19,06-08-2021,projected
15,AZ- TUCSON,81.78,35,31,46,80.59,84.87,35 [31 - 46],81.78% [80.59% - 84.87%],45,15,123,06-08-2021,projected
16,AR- FORT SMITH,85.07,56,50,73,81.41,92.49,56 [50 - 73],85.07% [81.41% - 92.49%],65,18,160,06-08-2021,projected
18,AR- JONESBORO,80.0,0,0,2,80.0,82.21,0 [0 - 2],80.0% [80.0% - 82.21%],0,0,20,06-08-2021,projected
19,AR- LITTLE ROCK,88.68,440,396,519,82.77,98.69,440 [396 - 519],88.68% [82.77% - 98.69%],501,160,1079,06-08-2021,projected
21,AR- SPRINGDALE,81.51,0,0,8,80.0,85.87,0 [0 - 8],81.51% [80.0% - 85.87%],16,0,62,06-08-2021,projected
22,AR- TEXARKANA,84.29,35,31,46,80.92,88.78,35 [31 - 46],84.29% [80.92% - 88.78%],42,9,86,06-08-2021,projected
23,CA- ORANGE CO.,80.17,14,12,22,80.0,81.01,14 [12 - 22],80.17% [80.0% - 81.01%],13,0,77,06-08-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,0,80.0,80.28,0 [0 - 0],80.0% [80.0% - 80.28%],0,0,10,06-08-2021,projected
31,CA- CHICO,80.0,0,0,2,80.0,81.88,0 [0 - 2],80.0% [80.0% - 81.88%],0,0,12,06-08-2021,projected
33,CA- CONTRA COSTA CO.,80.05,0,0,2,80.0,80.9,0 [0 - 2],80.05% [80.0% - 80.9%],1,0,18,06-08-2021,projected
43,CA- FRESNO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
56,CA- LOS ANGELES,80.0,0,0,3,80.0,80.13,0 [0 - 3],80.0% [80.0% - 80.13%],0,0,33,06-08-2021,projected
58,CA- MODESTO,80.0,0,0,0,80.0,80.06,0 [0 - 0],80.0% [80.0% - 80.06%],0,0,1,06-08-2021,projected
62,CA- NAPA,80.0,0,0,2,80.0,82.23,0 [0 - 2],80.0% [80.0% - 82.23%],0,0,13,06-08-2021,projected
65,CA- ALAMEDA CO.,80.0,0,0,2,80.0,80.38,0 [0 - 2],80.0% [80.0% - 80.38%],0,0,13,06-08-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
73,CA- REDDING,80.0,0,0,2,80.0,81.11,0 [0 - 2],80.0% [80.0% - 81.11%],0,0,12,06-08-2021,projected
77,CA- SACRAMENTO,80.31,10,8,14,80.0,80.86,10 [8 - 14],80.31% [80.0% - 80.86%],15,0,41,06-08-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
80,CA- SAN DIEGO,80.0,0,0,2,80.0,80.18,0 [0 - 2],80.0% [80.0% - 80.18%],0,0,13,06-08-2021,projected
81,CA- SAN FRANCISCO,80.02,0,0,1,80.0,80.14,0 [0 - 1],80.02% [80.0% - 80.14%],1,0,7,06-08-2021,projected
82,CA- SAN JOSE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
85,CA- SAN MATEO CO.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
89,CA- SANTA ROSA,81.4,21,18,26,80.7,83.49,21 [18 - 26],81.4% [80.7% - 83.49%],26,13,65,06-08-2021,projected
91,CA- STOCKTON,80.0,0,0,1,80.0,81.03,0 [0 - 1],80.0% [80.0% - 81.03%],0,0,11,06-08-2021,projected
96,CA- VENTURA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
101,CO- BOULDER,80.21,0,0,1,80.0,81.26,0 [0 - 1],80.21% [80.0% - 81.26%],1,0,6,06-08-2021,projected
102,CO- COLORADO SPRINGS,83.57,28,25,32,81.64,86.47,28 [25 - 32],83.57% [81.64% - 86.47%],37,17,67,06-08-2021,projected
103,CO- DENVER,80.73,28,24,37,80.13,82.32,28 [24 - 37],80.73% [80.13% - 82.32%],35,6,111,06-08-2021,projected
104,CO- FORT COLLINS,82.19,14,12,15,80.63,84.23,14 [12 - 15],82.19% [80.63% - 84.23%],14,4,27,06-08-2021,projected
105,CO- GRAND JUNCTION,84.67,28,25,34,81.52,89.85,28 [25 - 34],84.67% [81.52% - 89.85%],37,12,78,06-08-2021,projected
106,CO- GREELEY,80.77,7,6,7,80.0,81.54,7 [6 - 7],80.77% [80.0% - 81.54%],6,0,12,06-08-2021,projected
107,CO- PUEBLO,80.0,0,0,1,80.0,81.25,0 [0 - 1],80.0% [80.0% - 81.25%],0,0,10,06-08-2021,projected
109,CT- BRIDGEPORT,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
110,CT- HARTFORD,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
111,CT- NEW HAVEN,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
112,DE- WILMINGTON,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
113,DC- WASHINGTON,80.05,0,0,8,80.0,81.29,0 [0 - 8],80.05% [80.0% - 81.29%],3,0,71,06-08-2021,projected
115,FL- BRADENTON,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
116,FL- CLEARWATER,80.0,0,0,0,80.0,80.06,0 [0 - 0],80.0% [80.0% - 80.06%],0,0,1,06-08-2021,projected
118,FL- FORT LAUDERDALE,80.07,0,0,2,80.0,80.22,0 [0 - 2],80.07% [80.0% - 80.22%],6,0,19,06-08-2021,projected
119,FL- FORT MYERS,80.0,0,0,0,80.0,80.1,0 [0 - 0],80.0% [80.0% - 80.1%],0,0,4,06-08-2021,projected
120,FL- GAINESVILLE,80.0,0,0,1,80.0,80.05,0 [0 - 1],80.0% [80.0% - 80.05%],0,0,1,06-08-2021,projected
122,FL- HUDSON,80.0,0,0,1,80.0,80.8,0 [0 - 1],80.0% [80.0% - 80.8%],0,0,10,06-08-2021,projected
123,FL- JACKSONVILLE,80.2,7,6,12,80.0,80.88,7 [6 - 12],80.2% [80.0% - 80.88%],10,0,43,06-08-2021,projected
124,FL- LAKELAND,80.37,0,0,1,80.0,80.56,0 [0 - 1],80.37% [80.0% - 80.56%],4,0,6,06-08-2021,projected
127,FL- MIAMI,80.04,0,0,1,80.0,80.12,0 [0 - 1],80.04% [80.0% - 80.12%],4,0,13,06-08-2021,projected
129,FL- OCALA,80.0,0,0,1,80.0,81.02,0 [0 - 1],80.0% [80.0% - 81.02%],0,0,14,06-08-2021,projected
130,FL- ORLANDO,80.21,6,4,11,80.0,80.57,6 [4 - 11],80.21% [80.0% - 80.57%],22,0,59,06-08-2021,projected
131,FL- ORMOND BEACH,80.36,3,2,4,80.0,80.36,3 [2 - 4],80.36% [80.0% - 80.36%],6,0,6,06-08-2021,projected
133,FL- PANAMA CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
134,FL- PENSACOLA,80.0,0,0,1,80.0,80.34,0 [0 - 1],80.0% [80.0% - 80.34%],0,0,8,06-08-2021,projected
137,FL- SARASOTA,80.0,0,0,0,80.0,80.07,0 [0 - 0],80.0% [80.0% - 80.07%],0,0,1,06-08-2021,projected
139,FL- ST PETERSBURG,80.0,0,0,0,80.0,80.06,0 [0 - 0],80.0% [80.0% - 80.06%],0,0,1,06-08-2021,projected
140,FL- TALLAHASSEE,80.48,14,12,19,80.44,82.04,14 [12 - 19],80.48% [80.44% - 82.04%],13,12,55,06-08-2021,projected
141,FL- TAMPA,80.23,7,6,7,80.02,80.42,7 [6 - 7],80.23% [80.02% - 80.42%],10,1,18,06-08-2021,projected
142,GA- ALBANY,81.22,14,12,20,80.0,84.99,14 [12 - 20],81.22% [80.0% - 84.99%],13,0,53,06-08-2021,projected
144,GA- ATLANTA,80.88,91,80,121,80.12,82.89,91 [80 - 121],80.88% [80.12% - 82.89%],105,14,346,06-08-2021,projected
145,GA- AUGUSTA,80.0,0,0,3,80.0,81.1,0 [0 - 3],80.0% [80.0% - 81.1%],0,0,27,06-08-2021,projected
146,GA- COLUMBUS,80.56,7,6,13,80.24,84.29,7 [6 - 13],80.56% [80.24% - 84.29%],7,3,54,06-08-2021,projected
147,GA- MACON,81.88,35,32,55,80.58,87.83,35 [32 - 55],81.88% [80.58% - 87.83%],42,13,175,06-08-2021,projected
148,GA- ROME,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
149,GA- SAVANNAH,81.07,14,12,26,80.58,85.2,14 [12 - 26],81.07% [80.58% - 85.2%],22,12,107,06-08-2021,projected
151,ID- BOISE,81.2,21,18,28,80.19,83.51,21 [18 - 28],81.2% [80.19% - 83.51%],25,4,73,06-08-2021,projected
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
154,IL- AURORA,80.0,0,0,0,80.0,80.19,0 [0 - 0],80.0% [80.0% - 80.19%],0,0,1,06-08-2021,projected
155,IL- BLUE ISLAND,80.12,0,0,1,80.04,80.24,0 [0 - 1],80.12% [80.04% - 80.24%],3,1,6,06-08-2021,projected
156,IL- CHICAGO,80.11,7,6,8,80.05,80.26,7 [6 - 8],80.11% [80.05% - 80.26%],9,4,22,06-08-2021,projected
158,IL- ELGIN,80.18,0,0,1,80.0,80.74,0 [0 - 1],80.18% [80.0% - 80.74%],2,0,8,06-08-2021,projected
161,IL- EVANSTON,80.17,0,0,1,80.04,80.37,0 [0 - 1],80.17% [80.04% - 80.37%],4,1,9,06-08-2021,projected
163,IL- HINSDALE,80.36,0,0,1,80.18,80.82,0 [0 - 1],80.36% [80.18% - 80.82%],4,2,9,06-08-2021,projected
164,IL- JOLIET,80.0,0,0,0,80.0,80.23,0 [0 - 0],80.0% [80.0% - 80.23%],0,0,3,06-08-2021,projected
166,IL- MELROSE PARK,80.26,7,6,8,80.1,80.58,7 [6 - 8],80.26% [80.1% - 80.58%],8,3,18,06-08-2021,projected
170,IL- PEORIA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
171,IL- ROCKFORD,80.2,0,0,1,80.0,80.39,0 [0 - 1],80.2% [80.0% - 80.39%],3,0,6,06-08-2021,projected
172,IL- SPRINGFIELD,80.16,0,0,2,80.0,80.47,0 [0 - 2],80.16% [80.0% - 80.47%],4,0,12,06-08-2021,projected
173,IL- URBANA,80.0,0,0,2,80.0,81.64,0 [0 - 2],80.0% [80.0% - 81.64%],0,0,17,06-08-2021,projected
175,IL- BLOOMINGTON,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,06-08-2021,projected
179,IN- EVANSVILLE,80.0,0,0,2,80.0,80.73,0 [0 - 2],80.0% [80.0% - 80.73%],0,0,15,06-08-2021,projected
180,IN- FORT WAYNE,80.0,0,0,0,80.0,80.14,0 [0 - 0],80.0% [80.0% - 80.14%],0,0,3,06-08-2021,projected
181,IN- GARY,80.33,7,6,7,80.07,80.6,7 [6 - 7],80.33% [80.07% - 80.6%],5,1,9,06-08-2021,projected
183,IN- INDIANAPOLIS,81.99,103,94,128,80.79,84.44,103 [94 - 128],81.99% [80.79% - 84.44%],128,51,285,06-08-2021,projected
