region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,85.44,254,237,280,83.84,87.7,254 [237 - 280],85.44% [83.84% - 87.7%],459,324,650,03-03-2021,projected
2,AL- DOTHAN,81.2,12,11,15,80.98,83.01,12 [11 - 15],81.2% [80.98% - 83.01%],16,13,40,03-03-2021,projected
5,AL- HUNTSVILLE,86.01,51,47,58,84.2,88.14,51 [47 - 58],86.01% [84.2% - 88.14%],113,79,153,03-03-2021,projected
6,AL- MOBILE,85.67,84,80,92,84.27,87.81,84 [80 - 92],85.67% [84.27% - 87.81%],162,122,223,03-03-2021,projected
7,AL- MONTGOMERY,84.2,23,22,26,83.04,84.92,23 [22 - 26],84.2% [83.04% - 84.92%],65,47,76,03-03-2021,projected
9,AL- TUSCALOOSA,84.91,24,23,28,84.01,88.32,24 [23 - 28],84.91% [84.01% - 88.32%],49,40,83,03-03-2021,projected
11,AZ- MESA,87.83,66,63,71,86.11,90.35,66 [63 - 71],87.83% [86.11% - 90.35%],155,121,205,03-03-2021,projected
12,AZ- PHOENIX,85.03,160,152,173,83.87,86.68,160 [152 - 173],85.03% [83.87% - 86.68%],381,293,506,03-03-2021,projected
14,AZ- SUN CITY,82.96,8,7,9,82.35,83.83,8 [7 - 9],82.96% [82.35% - 83.83%],24,19,31,03-03-2021,projected
15,AZ- TUCSON,84.6,53,50,56,83.45,86.02,53 [50 - 56],84.6% [83.45% - 86.02%],116,87,152,03-03-2021,projected
16,AR- FORT SMITH,82.11,14,13,15,81.8,82.89,14 [13 - 15],82.11% [81.8% - 82.89%],27,23,37,03-03-2021,projected
18,AR- JONESBORO,81.77,8,6,10,80.44,83.1,8 [6 - 10],81.77% [80.44% - 83.1%],16,4,28,03-03-2021,projected
