date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,85.2,,,,,,,,197,,,actual
05-08-2021,84.23,,,,,,,,160,,,actual
05-15-2021,83.7,,,,,,,,140,,,actual
05-22-2021,82.27,55,52,58,82.01,82.64,55 [52 - 58],82.27% [82.01% - 82.64%],86,76,100,projected
05-29-2021,81.56,34,31,37,81.27,81.93,34 [31 - 37],81.56% [81.27% - 81.93%],59,48,73,projected
06-05-2021,80.98,18,16,23,80.69,81.61,18 [16 - 23],80.98% [80.69% - 81.61%],37,26,61,projected
06-12-2021,80.58,14,12,15,80.4,81.16,14 [12 - 15],80.58% [80.4% - 81.16%],22,15,44,projected
06-19-2021,80.4,14,12,14,80.21,80.55,14 [12 - 14],80.4% [80.21% - 80.55%],15,8,21,projected
06-26-2021,80.32,7,5,9,80.0,80.5,7 [5 - 9],80.32% [80.0% - 80.5%],12,0,19,projected
07-03-2021,80.13,0,0,2,80.0,80.4,0 [0 - 2],80.13% [80.0% - 80.4%],5,0,15,projected
